,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
631,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,29,18,16,13,0,17,31,54.8,14,41,32,9,34,63,116,0,Matches
632,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,45,24,8,20,17,18,66,27.3,48,26,4,22,18,63,24,2,Matches
633,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,18,11,11,7,0,7,11,63.6,4,28,20,8,32,50,86,2,Matches
634,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,61,31,31,26,4,27,65,41.5,38,38,3,35,29,90,8,1,Matches
635,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,10,8,6,4,0,6,14,42.9,8,5,2,3,8,18,18,1,Matches
636,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,15,8,4,7,4,11,27,40.7,16,20,7,13,19,34,72,0,Matches
637,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,49,26,16,29,4,16,45,35.6,29,20,4,16,15,64,19,0,Matches
638,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,44,26,22,15,7,24,47,51.1,23,21,11,10,43,87,59,0,Matches
639,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,19,12,6,10,3,6,29,20.7,23,13,1,12,11,30,27,0,Matches
640,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,12,8,4,6,2,4,15,26.7,11,9,0,9,3,15,5,0,Matches
641,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
642,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,16,9,9,7,0,9,24,37.5,15,12,4,8,8,24,14,1,Matches
643,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,20,14,5,11,4,6,27,22.2,21,12,2,10,7,27,7,0,Matches
644,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,25,16,18,6,1,12,21,57.1,9,17,1,16,15,40,28,0,Matches
645,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,22,10,10,11,1,9,15,60.0,6,16,7,9,26,48,26,0,Matches
646,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
647,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,22,12,14,7,1,8,14,57.1,6,11,7,4,16,38,33,0,Matches
648,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,28,18,11,9,8,7,27,25.9,20,21,6,15,3,31,10,0,Matches
649,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,26,12,10,13,3,9,22,40.9,13,12,3,9,15,41,19,1,Matches
650,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,12,7,2,5,5,4,14,28.6,10,14,3,11,5,17,31,0,Matches
651,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,2,2,1,1,0,2,5,40.0,3,4,0,4,0,2,0,1,Matches
652,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,8,7,5,3,0,1,3,33.3,2,4,3,1,4,12,16,1,Matches
653,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,35,19,10,21,4,12,31,38.7,19,19,5,14,22,57,7,1,Matches
654,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,18,8,14,3,1,8,23,34.8,15,9,1,8,8,26,9,0,Matches
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,41,18,17,19,5,17,42,40.5,25,14,2,12,15,56,14,0,Matches
656,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,17,13,12,5,0,10,14,71.4,4,32,29,3,20,37,83,0,Matches
657,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,68,31,41,19,8,28,67,41.8,39,39,12,27,38,106,64,2,Matches
658,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,10,5,1,8,1,6,10,60.0,4,7,0,7,2,12,1,1,Matches
659,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,49,28,29,19,1,26,44,59.1,18,23,8,15,31,80,68,0,Matches
660,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,20.6,41,28,26,10,5,17,31,54.8,14,29,3,26,16,57,39,0,Matches
661,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,13,5,10,3,0,3,5,60.0,2,20,16,4,12,25,61,1,Matches
662,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,21,11,5,14,2,6,25,24.0,19,11,1,10,11,32,21,0,Matches
663,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,3,2,1,2,0,1,3,33.3,2,1,0,1,0,3,0,0,Matches
664,Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
665,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,33,16,18,9,6,12,59,20.3,47,10,0,10,25,58,6,0,Matches
666,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,5,0,Matches
667,Samuel Di Carmine,it ITA,"FW,MF",Hellas Verona,it Serie A,30,1988,14.4,2,1,0,0,2,0,8,0.0,8,3,0,3,1,3,10,0,Matches
668,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12.0,11,5,2,6,3,3,15,20.0,12,9,1,8,3,14,2,1,Matches
669,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,59,35,27,19,13,32,61,52.5,29,27,11,16,28,87,54,0,Matches
670,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,1988,22.2,17,12,2,8,7,4,34,11.8,30,14,3,11,11,28,1,3,Matches
671,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,15,9,7,6,2,3,10,30.0,7,9,2,7,7,22,16,0,Matches
672,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,16,10,6,6,4,5,16,31.3,11,11,0,11,8,24,3,1,Matches
673,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,10,8,3,7,0,5,15,33.3,10,6,0,6,9,19,4,0,Matches
674,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16.0,11,8,7,3,1,5,8,62.5,3,17,15,2,11,22,73,0,Matches
675,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,23,19,15,8,0,7,13,53.8,6,18,9,9,20,43,75,0,Matches
676,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,20,11,9,10,1,8,14,57.1,6,9,5,4,10,30,32,0,Matches
677,Amad Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
678,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,2,1,0,2,0,0,6,0.0,6,6,5,1,4,6,43,0,Matches
679,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,38,24,15,22,1,12,29,41.4,17,9,2,7,23,61,16,3,Matches
680,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1.0,3,3,2,1,0,1,1,100.0,0,0,0,0,3,6,2,0,Matches
681,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
682,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,40,25,14,20,6,8,30,26.7,22,10,1,9,33,73,16,2,Matches
683,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,19,1999,0.7,1,0,0,1,0,0,2,0.0,2,2,0,2,0,1,0,0,Matches
684,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,74,43,38,31,5,31,60,51.7,29,53,23,30,48,122,94,1,Matches
685,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,26,14,17,8,1,15,20,75.0,5,29,18,11,37,63,78,2,Matches
686,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,21,12,10,10,1,10,20,50.0,10,14,9,5,21,42,65,0,Matches
687,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,73,49,49,19,5,33,68,48.5,35,39,10,29,42,115,108,0,Matches
688,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,13,10,6,5,2,8,12,66.7,4,5,1,4,10,23,23,0,Matches
689,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,15,8,11,1,3,5,13,38.5,8,20,0,20,18,33,10,0,Matches
690,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,11,5,4,4,3,6,10,60.0,4,3,2,1,4,15,11,0,Matches
691,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,0.3,1,0,0,1,0,0,0,,0,0,0,0,1,2,1,0,Matches
692,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,10,4,3,6,1,2,12,16.7,10,6,0,6,6,16,1,0,Matches
693,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,15,5,0,11,4,5,9,55.6,4,3,0,3,1,16,0,0,Matches
694,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,27,15,18,9,0,16,25,64.0,9,37,21,16,47,74,166,2,Matches
695,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25.0,39,26,13,22,4,18,42,42.9,24,24,7,17,34,73,38,0,Matches
696,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0,Matches
697,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,32,21,18,13,1,17,27,63.0,10,29,24,5,26,58,97,0,Matches
698,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,9,4,5,3,1,2,7,28.6,5,3,2,1,11,20,28,0,Matches
699,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,42,32,27,15,0,17,30,56.7,13,20,7,13,34,76,105,1,Matches
700,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,27,21,13,9,5,11,21,52.4,10,15,1,14,9,36,9,0,Matches
701,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,27,12,19,8,0,8,18,44.4,10,28,23,5,15,42,53,1,Matches
702,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,46,32,27,19,0,21,29,72.4,8,14,8,6,55,101,82,4,Matches
703,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,42,23,17,23,2,22,39,56.4,17,21,14,7,49,91,92,0,Matches
704,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
705,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35.0,3,2,3,0,0,3,5,60.0,2,1,0,1,3,6,24,0,Matches
706,Matt Doherty,ie IRL,"MF,DF",Wolves,eng Premier League,27,1992,31.5,55,29,34,17,4,27,41,65.9,14,34,4,30,40,95,52,1,Matches
707,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21.0,10,6,0,3,7,4,17,23.5,13,18,2,16,10,20,24,0,Matches
708,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,6,3,1,3,2,2,5,40.0,3,1,0,1,1,7,0,0,Matches
709,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1,Matches
710,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,21,14,15,5,1,7,18,38.9,11,12,2,10,12,33,7,0,Matches
711,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,32,21,22,8,2,15,28,53.6,13,19,10,9,25,57,42,0,Matches
712,Ji Dong-won,kr KOR,"FW,MF",Mainz 05,de Bundesliga,28,1991,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
713,Anastasios Donis,gr GRE,FW,Reims,fr Ligue 1,22,1996,6.8,3,2,2,1,0,1,9,11.1,8,2,0,2,1,4,3,0,Matches
714,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,17,9,3,9,5,6,18,33.3,12,7,0,7,5,22,1,0,Matches
715,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,1,0,1,0,0,1,2,50.0,1,0,0,0,3,4,25,7,Matches
716,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,41,29,27,11,3,15,22,68.2,7,27,18,9,22,63,86,2,Matches
717,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,32,20,7,17,8,15,30,50.0,15,17,0,17,14,46,7,0,Matches
718,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,11,7,1,7,3,3,7,42.9,4,6,2,4,5,16,22,0,Matches
719,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,35.1,64,30,29,29,6,16,57,28.1,41,46,8,38,31,95,32,0,Matches
720,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
721,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,16,8,5,6,5,7,24,29.2,17,14,1,13,9,25,5,0,Matches
722,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,10,4,7,2,1,5,6,83.3,1,5,0,5,6,16,18,0,Matches
723,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,3,0,Matches
724,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
725,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,32,21,22,8,2,14,33,42.4,19,17,5,12,18,50,39,0,Matches
726,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,18,11,11,6,1,10,21,47.6,11,9,3,6,15,33,39,0,Matches
727,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,8,1,Matches
728,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,13,10,2,9,2,7,15,46.7,8,7,1,6,10,23,1,0,Matches
729,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,34,25,12,19,3,8,32,25.0,24,11,5,6,26,60,11,0,Matches
730,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,5,3,3,2,0,2,18,11.1,16,5,0,5,5,10,5,1,Matches
731,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,2,1,1,1,0,0,1,0.0,1,0,0,0,1,3,0,0,Matches
732,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,7.2,3,2,1,2,0,0,8,0.0,8,6,0,6,1,4,5,1,Matches
733,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,30,19,24,5,1,11,20,55.0,9,34,24,10,34,64,153,1,Matches
734,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,4,3,0,3,1,1,4,25.0,3,9,6,3,3,7,9,0,Matches
735,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,12,3,11,1,0,3,4,75.0,1,7,6,1,6,18,29,0,Matches
736,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,61,32,30,28,3,34,60,56.7,26,30,8,22,47,108,71,0,Matches
737,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
738,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,32,23,20,9,3,13,22,59.1,9,12,4,8,18,50,34,1,Matches
739,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,17,5,Matches
740,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,18,11,9,6,3,7,16,43.8,9,10,2,8,6,24,8,0,Matches
741,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,5.0,6,4,1,2,3,1,10,10.0,9,3,1,2,5,11,5,0,Matches
742,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,18,9,14,4,0,6,17,35.3,11,13,7,6,21,39,72,0,Matches
743,Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,11,6,3,7,1,4,12,33.3,8,5,0,5,2,13,1,0,Matches
744,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,27,17,19,7,1,21,27,77.8,6,23,9,14,23,50,69,0,Matches
745,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,12,9,11,1,0,2,19,10.5,17,4,0,4,5,17,12,0,Matches
746,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,19,12,8,7,4,6,16,37.5,10,7,0,7,9,28,13,0,Matches
747,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,40,24,23,17,0,15,34,44.1,19,55,33,22,55,95,125,2,Matches
748,Erik Durm,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,27,1992,5.7,13,6,9,2,2,9,17,52.9,8,11,2,9,3,16,11,0,Matches
749,Riza Durmisi,dk DEN,"DF,MF",Nice,fr Ligue 1,25,1994,1.8,1,1,1,0,0,0,0,,0,2,1,1,1,2,3,0,Matches
750,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,6,5,2,2,2,4,8,50.0,4,3,0,3,1,7,3,0,Matches
751,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,12,8,5,6,1,2,6,33.3,4,23,8,15,20,32,50,0,Matches
752,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,19,10,6,9,4,9,39,23.1,30,15,0,15,13,32,3,0,Matches
753,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,16,11,2,7,7,2,13,15.4,11,11,4,7,6,22,33,0,Matches
754,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,19,12,3,13,3,4,22,18.2,18,9,3,6,7,26,6,0,Matches
755,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,22,15,17,5,0,9,20,45.0,11,34,23,11,37,59,112,2,Matches
756,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,13,5,3,7,3,2,12,16.7,10,1,0,1,1,14,3,0,Matches
757,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,2,2,2,0,0,2,5,40.0,3,0,0,0,3,5,16,6,Matches
758,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,44,27,34,10,0,25,45,55.6,20,39,27,12,58,102,171,4,Matches
759,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,8,6,2,2,4,3,12,25.0,9,6,0,6,2,10,4,0,Matches
760,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,1996,31.7,40,28,20,18,2,15,43,34.9,28,37,8,29,36,76,57,0,Matches
761,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,79,53,44,30,5,33,53,62.3,20,28,8,20,39,118,79,1,Matches
762,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,51,25,18,31,2,24,68,35.3,44,35,14,21,33,84,46,1,Matches
763,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
764,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,16,7,5,6,5,5,20,25.0,15,11,1,10,11,27,4,0,Matches
765,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
766,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,19,9,10,7,2,10,21,47.6,11,11,5,6,13,32,25,1,Matches
767,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,28,17,19,8,1,13,23,56.5,10,21,8,13,15,43,67,0,Matches
768,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,29.1,45,27,37,8,0,19,38,50.0,19,32,15,17,62,107,112,0,Matches
769,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,22,13,15,7,0,13,29,44.8,16,23,19,4,32,54,116,0,Matches
770,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,37,22,16,16,5,16,33,48.5,17,28,4,24,16,53,11,0,Matches
771,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,22,1997,17.2,22,11,2,15,5,4,15,26.7,11,12,1,11,8,30,5,0,Matches
772,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,74,46,49,19,6,36,79,45.6,43,30,9,21,31,105,57,1,Matches
773,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,1991,3.2,3,1,0,2,1,1,5,20.0,4,0,0,0,0,3,7,0,Matches
774,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,16,8,11,4,1,6,10,60.0,4,19,12,7,22,38,36,0,Matches
775,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,9,7,1,2,6,3,17,17.6,14,15,2,13,5,14,22,0,Matches
776,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,7,5,1,6,0,3,10,30.0,7,9,3,6,5,12,7,0,Matches
777,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,11,6,8,2,1,8,13,61.5,5,18,17,1,28,39,86,3,Matches
778,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,17,6,4,8,5,4,21,19.0,17,16,2,14,9,26,12,0,Matches
779,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,1990,9.1,11,5,4,5,2,5,15,33.3,10,5,0,5,7,18,5,0,Matches
780,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,19,9,10,8,1,7,24,29.2,17,10,1,9,12,31,16,0,Matches
781,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,11,6,2,8,1,5,20,25.0,15,3,0,3,0,11,0,0,Matches
782,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,41,22,15,17,9,24,41,58.5,17,22,4,18,29,70,14,0,Matches
783,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
784,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,29,16,17,10,2,19,28,67.9,9,11,1,10,13,42,35,0,Matches
785,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,24,16,18,4,2,16,28,57.1,12,19,11,8,24,48,108,2,Matches
786,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,3,2,0,2,1,0,5,0.0,5,3,0,3,3,6,1,0,Matches
787,Vicente Esquerdo,es ESP,"MF,FW",Valencia,es La Liga,20,1999,0.2,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0,Matches
788,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,6,4,4,2,0,3,8,37.5,5,8,1,7,7,13,7,1,Matches
789,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,84,45,53,27,4,42,77,54.5,35,30,7,23,58,142,61,6,Matches
790,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,12,4,5,7,0,7,12,58.3,5,10,1,9,11,23,4,1,Matches
791,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,6,1,2,3,1,2,13,15.4,11,6,1,5,4,10,6,0,Matches
792,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,20,11,11,9,0,12,23,52.2,11,9,5,4,17,37,68,0,Matches
793,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,5,4,1,3,1,1,5,20.0,4,1,1,0,2,7,4,0,Matches
794,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,48,34,33,14,1,28,39,71.8,11,33,18,15,57,105,174,4,Matches
795,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,52,28,12,31,9,18,49,36.7,31,20,6,14,31,83,18,1,Matches
796,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,4,4,1,2,1,0,4,0.0,4,3,0,3,1,5,2,0,Matches
797,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,27,1992,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
798,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,5,3,Matches
799,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,62,35,20,35,7,26,67,38.8,41,25,2,23,34,96,19,1,Matches
800,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,38,22,18,20,0,25,35,71.4,10,10,5,5,18,56,19,0,Matches
801,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,11,4,6,3,2,6,29,20.7,23,8,1,7,7,18,3,0,Matches
802,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
