,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots
758,903,Marcus Forss,fi FIN,"FW,MF",Brentford,eng Premier League,22,1999,2.3,3.0,3,0.0,2.0,1.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,1,4.0,0.0,0.0
759,905,Philipp Förster,de GER,"MF,FW",Stuttgart,de Bundesliga,26,1995,10.7,20.0,13,4.0,12.0,4.0,11.0,26.0,42.3,15.0,12.0,1.0,11.0,3,23.0,2.0,0.0
760,906,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,4.7,3.0,2,0.0,2.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,0,3.0,2.0,0.0
761,907,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1.0,2.0,0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,0,2.0,4.0,0.0
762,909,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
763,910,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,5.0,3,3.0,1.0,1.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,2,7.0,2.0,0.0
764,913,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,69.0,49,35.0,28.0,6.0,35.0,47.0,74.5,12.0,29.0,7.0,22.0,20,89.0,50.0,0.0
765,914,Gianluca Frabotta,it ITA,"DF,MF",Hellas Verona,it Serie A,22,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,0.0,0.0
766,915,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,26.0,19,12.0,10.0,4.0,13.0,27.0,48.1,14.0,8.0,2.0,6.0,9,35.0,25.0,0.0
767,916,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,57.0,39,22.0,27.0,8.0,36.0,74.0,48.6,38.0,27.0,0.0,27.0,28,85.0,52.0,0.0
768,917,Enric Franquesa,es ESP,"DF,FW",Levante,es La Liga,24,1997,6.9,5.0,3,4.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,7,12.0,11.0,0.0
769,918,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14.0,24.0,10,8.0,12.0,4.0,12.0,43.0,27.9,31.0,18.0,6.0,12.0,23,47.0,23.0,0.0
770,919,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,27,1994,16.3,10.0,3,5.0,3.0,2.0,5.0,13.0,38.5,8.0,11.0,1.0,10.0,11,21.0,11.0,0.0
771,920,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,31.7,46.0,16,26.0,18.0,2.0,26.0,52.0,50.0,26.0,44.0,12.0,32.0,29,75.0,62.0,1.0
772,921,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,63.0,27,32.0,24.0,7.0,22.0,79.0,27.8,57.0,38.0,11.0,27.0,32,95.0,24.0,0.0
773,922,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,2.0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4,6.0,6.0,0.0
774,923,Morten Frendrup,dk DEN,"DF,MF",Genoa,it Serie A,20,2001,7.7,40.0,24,19.0,13.0,8.0,13.0,29.0,44.8,16.0,19.0,2.0,17.0,17,57.0,7.0,1.0
775,924,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,69.0,39,22.0,33.0,14.0,30.0,70.0,42.9,40.0,48.0,8.0,40.0,35,104.0,26.0,1.0
776,927,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,22.8,32.0,18,19.0,12.0,1.0,12.0,23.0,52.2,11.0,24.0,6.0,18.0,17,49.0,40.0,2.0
777,929,Jorge de Frutos,es ESP,"MF,FW",Levante,es La Liga,24,1997,19.6,33.0,15,14.0,11.0,8.0,10.0,51.0,19.6,41.0,11.0,1.0,10.0,12,45.0,13.0,0.0
778,930,Leo Fuhr Hjelde,no NOR,"MF,DF",Leeds United,eng Premier League,17,2003,1.7,5.0,4,3.0,2.0,0.0,3.0,3.0,100.0,0.0,3.0,3.0,0.0,4,9.0,7.0,0.0
779,931,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,23,1998,19.0,28.0,16,10.0,10.0,8.0,18.0,39.0,46.2,21.0,31.0,2.0,29.0,8,36.0,9.0,0.0
780,932,Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,24,1996,32.5,35.0,25,8.0,18.0,9.0,14.0,44.0,31.8,30.0,21.0,5.0,16.0,22,57.0,5.0,1.0
781,934,Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,0.1,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0
782,935,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6.0,4.0,3,1.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,8,12.0,12.0,0.0
783,936,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,29,1991,12.7,6.0,4,3.0,2.0,1.0,1.0,7.0,14.3,6.0,5.0,2.0,3.0,3,9.0,10.0,0.0
784,937,Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,de Bundesliga,26,1995,1.2,3.0,3,1.0,1.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1,4.0,2.0,0.0
785,938,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,0.2,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2,3.0,0.0,0.0
786,939,Luca Gagliano,it ITA,"FW,DF",Cagliari,it Serie A,21,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0
787,940,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,7.2,12.0,6,7.0,4.0,1.0,1.0,13.0,7.7,12.0,14.0,5.0,9.0,9,21.0,7.0,0.0
788,941,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,23.0,12,16.0,4.0,3.0,16.0,27.0,59.3,11.0,15.0,8.0,7.0,28,51.0,52.0,0.0
789,942,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,108.0,66,60.0,37.0,11.0,42.0,99.0,42.4,57.0,48.0,8.0,40.0,45,153.0,52.0,0.0
790,943,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,15.3,40.0,21,14.0,21.0,5.0,14.0,30.0,46.7,16.0,16.0,2.0,14.0,20,60.0,21.0,0.0
791,944,Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,0.2,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0
792,945,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11.4,28.0,12,6.0,16.0,6.0,12.0,35.0,34.3,23.0,16.0,2.0,14.0,8,36.0,9.0,1.0
793,946,Thiago Galhardo,br BRA,"FW,MF",Celta Vigo,es La Liga,32,1989,12.8,12.0,6,3.0,3.0,6.0,2.0,12.0,16.7,10.0,15.0,2.0,13.0,6,18.0,9.0,0.0
794,947,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,31.6,69.0,38,35.0,20.0,14.0,21.0,69.0,30.4,48.0,58.0,9.0,49.0,29,98.0,26.0,0.0
795,949,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,59.0,36,40.0,16.0,3.0,30.0,61.0,49.2,31.0,22.0,7.0,15.0,32,91.0,35.0,1.0
796,950,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,26.5,19.0,10,5.0,9.0,5.0,6.0,18.0,33.3,12.0,22.0,1.0,21.0,6,25.0,1.0,0.0
797,951,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,18.2,60.0,36,24.0,24.0,12.0,18.0,44.0,40.9,26.0,23.0,4.0,19.0,24,84.0,13.0,0.0
798,952,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,22,1999,11.4,3.0,2,1.0,2.0,0.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,2,5.0,3.0,0.0
799,953,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,1.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
800,954,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28,1992,33.3,42.0,23,15.0,18.0,9.0,8.0,35.0,22.9,27.0,27.0,3.0,24.0,42,84.0,24.0,0.0
801,955,Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,24.2,36.0,22,15.0,17.0,4.0,14.0,47.0,29.8,33.0,27.0,10.0,17.0,24,60.0,41.0,1.0
802,956,David García,es ESP,DF,Osasuna,es La Liga,27,1994,34.5,28.0,14,15.0,11.0,2.0,12.0,22.0,54.5,10.0,27.0,21.0,6.0,52,80.0,168.0,0.0
803,957,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,22.7,27.0,18,13.0,13.0,1.0,11.0,26.0,42.3,15.0,22.0,12.0,10.0,44,71.0,53.0,3.0
804,958,Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,33.6,60.0,35,44.0,12.0,4.0,39.0,73.0,53.4,34.0,34.0,8.0,26.0,45,105.0,53.0,0.0
805,960,Manu García,es ESP,MF,Alavés,es La Liga,23,1998,12.0,18.0,9,6.0,9.0,3.0,9.0,27.0,33.3,18.0,8.0,2.0,6.0,13,31.0,4.0,0.0
806,961,Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,20.0,27.0,17,6.0,11.0,10.0,8.0,36.0,22.2,28.0,30.0,4.0,26.0,9,36.0,21.0,0.0
807,962,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,28,1993,26.4,43.0,26,12.0,23.0,8.0,16.0,49.0,32.7,33.0,31.0,4.0,27.0,24,67.0,16.0,0.0
808,963,Saúl García,es ESP,MF,Alavés,es La Liga,26,1994,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
809,964,Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,15.6,21.0,12,14.0,6.0,1.0,14.0,17.0,82.4,3.0,19.0,11.0,8.0,22,43.0,78.0,0.0
810,965,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,17,2004,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
811,966,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,6.9,10.0,4,2.0,5.0,3.0,6.0,10.0,60.0,4.0,6.0,3.0,3.0,6,16.0,15.0,0.0
812,967,Djeidi Gassama,fr FRA,FW,Paris S-G,fr Ligue 1,17,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0
813,968,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1988,30.5,56.0,34,26.0,25.0,5.0,27.0,74.0,36.5,47.0,45.0,11.0,34.0,53,109.0,49.0,1.0
814,969,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,16,2004,25.7,38.0,18,13.0,18.0,7.0,9.0,33.0,27.3,24.0,36.0,0.0,36.0,25,63.0,13.0,0.0
815,970,Dwight Gayle,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,30,1990,0.4,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0
816,971,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,1995,0.7,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,0.0
817,973,Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,2004,8.0,15.0,8,13.0,2.0,0.0,7.0,14.0,50.0,7.0,12.0,7.0,5.0,11,26.0,29.0,0.0
818,974,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,15.3,34.0,23,9.0,20.0,5.0,17.0,30.0,56.7,13.0,15.0,1.0,14.0,14,48.0,7.0,1.0
819,975,Joe Gelhardt,eng ENG,"FW,MF",Leeds United,eng Premier League,19,2002,8.3,4.0,3,1.0,0.0,3.0,2.0,10.0,20.0,8.0,9.0,0.0,9.0,0,4.0,3.0,0.0
820,977,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,27,1994,17.5,42.0,20,18.0,17.0,7.0,22.0,36.0,61.1,14.0,24.0,1.0,23.0,25,67.0,25.0,1.0
821,978,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,21.9,23.0,14,6.0,11.0,6.0,8.0,31.0,25.8,23.0,13.0,1.0,12.0,9,32.0,27.0,0.0
822,979,Gerson,br BRA,"MF,FW",Marseille,fr Ligue 1,24,1997,28.3,42.0,17,16.0,20.0,6.0,8.0,35.0,22.9,27.0,26.0,4.0,22.0,16,58.0,16.0,2.0
823,980,Willem Geubbels,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,2001,6.0,8.0,5,4.0,2.0,2.0,5.0,12.0,41.7,7.0,5.0,0.0,5.0,6,14.0,5.0,0.0
824,981,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,5.5,5.0,4,2.0,1.0,2.0,0.0,4.0,0.0,4.0,3.0,1.0,2.0,0,5.0,4.0,0.0
825,982,Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
826,985,Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
827,986,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,6.7,17.0,12,8.0,6.0,3.0,9.0,14.0,64.3,5.0,11.0,5.0,6.0,10,27.0,12.0,1.0
828,987,Saman Ghoddos,ir IRN,"MF,DF",Brentford,eng Premier League,27,1993,6.0,17.0,10,8.0,6.0,3.0,9.0,15.0,60.0,6.0,2.0,0.0,2.0,3,20.0,16.0,0.0
829,988,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,3.7,3.0,1,1.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,3,6.0,10.0,0.0
830,989,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13.0,36.0,21,17.0,17.0,2.0,24.0,36.0,66.7,12.0,22.0,6.0,16.0,19,55.0,41.0,1.0
831,990,Morgan Gibbs-White,eng ENG,"DF,FW",Wolves,eng Premier League,21,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
832,991,Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,27.7,23.0,16,17.0,6.0,0.0,7.0,12.0,58.3,5.0,36.0,30.0,6.0,27,50.0,139.0,2.0
833,992,Niko Gießelmann,de GER,"DF,FW",Union Berlin,de Bundesliga,29,1991,23.1,24.0,17,10.0,11.0,3.0,15.0,38.0,39.5,23.0,26.0,4.0,22.0,18,42.0,29.0,1.0
834,996,Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,18.8,52.0,35,27.0,20.0,5.0,25.0,46.0,54.3,21.0,33.0,9.0,24.0,19,71.0,33.0,2.0
835,997,Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,0.3,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,1.0,0.0
836,998,Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,20.6,41.0,21,16.0,21.0,4.0,14.0,52.0,26.9,38.0,21.0,4.0,17.0,17,58.0,29.0,0.0
837,999,Daniel Ginczek,de GER,"MF,FW",Wolfsburg,de Bundesliga,30,1991,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
838,1000,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,1994,26.2,36.0,22,20.0,13.0,3.0,27.0,40.0,67.5,13.0,21.0,10.0,11.0,33,69.0,76.0,0.0
839,1001,Nicholas Gioacchini,us USA,"FW,MF",Montpellier,fr Ligue 1,21,2000,5.5,7.0,5,3.0,2.0,2.0,4.0,10.0,40.0,6.0,8.0,0.0,8.0,4,11.0,5.0,0.0
840,1002,Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
841,1003,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,18.0,14.0,6,10.0,4.0,0.0,7.0,22.0,31.8,15.0,24.0,14.0,10.0,37,51.0,68.0,1.0
842,1004,Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,29,1992,35.0,85.0,52,49.0,32.0,4.0,52.0,103.0,50.5,51.0,67.0,33.0,34.0,69,154.0,143.0,0.0
843,1005,Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,21.0,15.0,11,4.0,6.0,5.0,3.0,17.0,17.6,14.0,13.0,4.0,9.0,3,18.0,19.0,0.0
844,1006,Serge Gnabry,de GER,"FW,DF",Bayern Munich,de Bundesliga,26,1995,24.3,47.0,31,16.0,20.0,11.0,22.0,57.0,38.6,35.0,26.0,0.0,26.0,14,61.0,3.0,0.0
845,1007,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,22.5,47.0,32,29.0,14.0,4.0,24.0,39.0,61.5,15.0,41.0,19.0,22.0,15,62.0,100.0,2.0
846,1008,Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,9.1,18.0,7,13.0,3.0,2.0,10.0,15.0,66.7,5.0,7.0,5.0,2.0,13,31.0,46.0,0.0
847,1011,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,fr Ligue 1,25,1996,16.7,40.0,22,10.0,18.0,12.0,18.0,41.0,43.9,23.0,26.0,1.0,25.0,12,52.0,8.0,0.0
848,1012,André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,6.9,16.0,4,6.0,6.0,4.0,8.0,32.0,25.0,24.0,8.0,2.0,6.0,1,17.0,7.0,1.0
849,1013,Angel Gomes,eng ENG,"MF,FW",Lille,fr Ligue 1,20,2000,10.6,23.0,13,6.0,12.0,5.0,10.0,15.0,66.7,5.0,4.0,0.0,4.0,3,26.0,4.0,0.0
850,1014,Toti Gomes,pt POR,DF,Wolves,eng Premier League,22,1999,4.0,11.0,7,10.0,1.0,0.0,7.0,9.0,77.8,2.0,6.0,3.0,3.0,8,19.0,15.0,0.0
851,1015,Dani Gómez,es ESP,FW,Levante,es La Liga,23,1998,11.8,7.0,4,3.0,2.0,2.0,4.0,12.0,33.3,8.0,3.0,0.0,3.0,3,10.0,5.0,0.0
852,1016,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,24,1997,3.7,10.0,6,5.0,2.0,3.0,5.0,9.0,55.6,4.0,4.0,1.0,3.0,5,15.0,6.0,0.0
853,1017,Maxi Gómez,uy URU,FW,Valencia,es La Liga,24,1996,21.7,5.0,3,1.0,2.0,2.0,5.0,8.0,62.5,3.0,5.0,1.0,4.0,3,8.0,22.0,0.0
854,1018,Moi Gómez,es ESP,"MF,FW",Villarreal,es La Liga,27,1994,14.3,15.0,7,8.0,3.0,4.0,5.0,17.0,29.4,12.0,5.0,0.0,5.0,6,21.0,6.0,0.0
855,1019,Papu Gómez,ar ARG,"FW,MF",Sevilla,es La Liga,33,1988,19.8,19.0,11,9.0,5.0,5.0,9.0,35.0,25.7,26.0,15.0,2.0,13.0,7,26.0,12.0,2.0
856,1020,Sergi Gómez,es ESP,DF,Espanyol,es La Liga,29,1992,30.2,33.0,24,29.0,3.0,1.0,18.0,27.0,66.7,9.0,33.0,23.0,10.0,40,73.0,125.0,2.0
857,1021,Victor Gomez,es ESP,DF,Espanyol,es La Liga,21,2000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
858,1023,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,32,1989,17.2,43.0,28,17.0,22.0,4.0,14.0,39.0,35.9,25.0,33.0,10.0,23.0,18,61.0,29.0,0.0
859,1024,Vagner Gonçalves,cv CPV,FW,Metz,fr Ligue 1,25,1996,1.0,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0
860,1025,Cedric Gondo,ci CIV,FW,Salernitana,it Serie A,24,1996,7.8,5.0,2,2.0,2.0,1.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,3,8.0,2.0,0.0
861,1026,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,31,1990,5.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,9.0,0.0
862,1027,Diego González,es ESP,DF,Elche,es La Liga,26,1995,19.9,25.0,16,18.0,7.0,0.0,9.0,16.0,56.3,7.0,21.0,13.0,8.0,19,44.0,87.0,0.0
863,1028,Édgar González,es ESP,DF,Betis,es La Liga,24,1997,16.3,25.0,19,15.0,8.0,2.0,17.0,24.0,70.8,7.0,17.0,11.0,6.0,23,48.0,82.0,0.0
864,1029,Giovanni González,uy URU,DF,Mallorca,es La Liga,26,1994,4.1,9.0,3,4.0,4.0,1.0,3.0,5.0,60.0,2.0,7.0,2.0,5.0,4,13.0,14.0,0.0
865,1030,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,23,1998,26.2,21.0,16,6.0,8.0,7.0,9.0,28.0,32.1,19.0,26.0,2.0,24.0,21,42.0,4.0,1.0
866,1031,Nicolás González,es ESP,MF,Barcelona,es La Liga,19,2002,12.4,31.0,20,5.0,23.0,3.0,11.0,27.0,40.7,16.0,12.0,0.0,12.0,6,37.0,12.0,0.0
867,1032,Peter González,do DOM,"MF,DF",Real Madrid,es La Liga,19,2002,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
868,1033,Roberto González,es ESP,"FW,MF",Betis,es La Liga,20,2001,1.5,5.0,4,3.0,2.0,0.0,4.0,6.0,66.7,2.0,5.0,0.0,5.0,1,6.0,1.0,0.0
869,1034,Charlie Goode,eng ENG,DF,Brentford,eng Premier League,25,1995,5.0,7.0,5,5.0,2.0,0.0,4.0,4.0,100.0,0.0,4.0,2.0,2.0,2,9.0,8.0,0.0
870,1035,Anthony Gordon,eng ENG,"MF,FW",Everton,eng Premier League,20,2001,25.4,54.0,32,20.0,30.0,4.0,21.0,59.0,35.6,38.0,49.0,3.0,46.0,22,76.0,17.0,0.0
871,1036,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,16,2004,0.1,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
872,1037,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,26,1995,15.5,25.0,15,12.0,9.0,4.0,11.0,26.0,42.3,15.0,11.0,1.0,10.0,17,42.0,23.0,2.0
873,1038,Gori,es ESP,MF,Espanyol,es La Liga,19,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0
874,1039,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24,1996,25.4,47.0,31,32.0,9.0,6.0,25.0,47.0,53.2,22.0,16.0,3.0,13.0,18,65.0,49.0,0.0
875,1042,Dan Gosling,eng ENG,MF,Watford,eng Premier League,31,1990,1.8,2.0,1,1.0,1.0,0.0,2.0,6.0,33.3,4.0,2.0,0.0,2.0,0,2.0,3.0,0.0
876,1043,Amine Gouiri,dz ALG,"FW,MF",Nice,fr Ligue 1,21,2000,30.6,22.0,13,2.0,13.0,7.0,10.0,32.0,31.3,22.0,22.0,5.0,17.0,11,33.0,17.0,1.0
877,1044,Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2003,20.0,45.0,26,22.0,18.0,5.0,21.0,36.0,58.3,15.0,22.0,3.0,19.0,13,58.0,9.0,2.0
878,1045,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,30,1991,28.6,50.0,27,33.0,17.0,0.0,22.0,36.0,61.1,14.0,35.0,18.0,17.0,49,99.0,116.0,0.0
879,1046,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,28,1992,34.1,60.0,28,24.0,28.0,8.0,25.0,45.0,55.6,20.0,39.0,27.0,12.0,65,125.0,106.0,0.0
880,1048,Alberto Grassi,it ITA,MF,Cagliari,it Serie A,26,1995,24.2,47.0,26,13.0,30.0,4.0,16.0,38.0,42.1,22.0,27.0,9.0,18.0,63,110.0,33.0,1.0
881,1049,Jaume Grau,es ESP,MF,Osasuna,es La Liga,24,1997,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0
882,1050,Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,23,1998,23.7,32.0,24,19.0,13.0,0.0,17.0,27.0,63.0,10.0,25.0,15.0,10.0,33,65.0,83.0,1.0
883,1051,Demarai Gray,jm JAM,"MF,FW",Everton,eng Premier League,25,1996,26.0,30.0,19,13.0,10.0,7.0,10.0,22.0,45.5,12.0,30.0,2.0,28.0,15,45.0,21.0,1.0
884,1052,Adrian Grbić,at AUT,"FW,MF",Lorient,fr Ligue 1,24,1996,5.8,2.0,1,0.0,2.0,0.0,2.0,6.0,33.3,4.0,3.0,1.0,2.0,0,2.0,7.0,0.0
885,1054,Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,25,1995,21.3,18.0,17,4.0,10.0,4.0,5.0,13.0,38.5,8.0,11.0,1.0,10.0,8,26.0,7.0,0.0
886,1056,Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,1995,11.7,9.0,5,0.0,8.0,1.0,2.0,8.0,25.0,6.0,10.0,2.0,8.0,7,16.0,10.0,0.0
887,1057,Mason Greenwood,eng ENG,"FW,MF",Manchester Utd,eng Premier League,19,2001,14.1,15.0,9,9.0,1.0,5.0,3.0,9.0,33.3,6.0,5.0,0.0,5.0,1,16.0,6.0,0.0
888,1058,Sam Greenwood,eng ENG,"MF,FW",Leeds United,eng Premier League,19,2002,2.6,8.0,5,0.0,5.0,3.0,4.0,7.0,57.1,3.0,3.0,0.0,3.0,2,10.0,1.0,0.0
