,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
540,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,59,35,45,12,2,36,70,51.4,34,50,33,17,69,128,144,3,Matches
541,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,6,3,1,3,2,0,2,0.0,2,4,0,4,0,6,2,0,Matches
542,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,14,4,Matches
543,Andrea Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,Matches
544,Andrea Conti,it ITA,DF,Parma,it Serie A,26,1994,9.0,21,10,16,4,1,13,26,50.0,13,13,4,9,16,37,23,0,Matches
545,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,68,45,39,27,2,37,59,62.7,22,39,32,7,61,129,70,1,Matches
546,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,19,14,4,12,3,8,19,42.1,11,8,2,6,21,40,11,1,Matches
547,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches
548,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,55,30,29,17,9,33,60,55.0,27,28,10,18,38,93,40,1,Matches
549,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,2,Matches
550,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,es La Liga,23,1997,1.1,0,0,0,0,0,0,3,0.0,3,4,0,4,2,2,1,0,Matches
551,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,6,4,1,3,2,2,10,20.0,8,7,0,7,3,9,2,0,Matches
552,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,9,4,1,5,3,2,4,50.0,2,13,2,11,6,15,4,0,Matches
553,Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22,1997,12.1,16,8,0,10,6,2,15,13.3,13,14,3,11,9,25,9,0,Matches
554,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,26,10,5,17,4,11,31,35.5,20,15,4,11,16,42,20,0,Matches
555,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,11,4,1,5,5,2,12,16.7,10,9,2,7,1,12,25,1,Matches
556,Maxwel Cornet,ci CIV,"DF,FW",Lyon,fr Ligue 1,23,1996,27.2,70,41,39,24,7,33,58,56.9,25,23,5,18,43,113,47,2,Matches
557,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25,1995,26.6,38,21,10,23,5,15,45,33.3,30,18,1,17,22,60,16,0,Matches
558,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,21,12,6,11,4,7,25,28.0,18,14,0,14,7,28,12,0,Matches
559,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,16,9,8,6,2,8,12,66.7,4,9,1,8,20,36,31,0,Matches
560,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
561,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,47,27,32,10,5,21,43,48.8,22,24,6,18,42,89,63,1,Matches
562,Danny da Costa,de GER,"DF,FW",Mainz 05,de Bundesliga,27,1993,13.4,22,16,6,9,7,13,27,48.1,14,17,2,15,17,39,27,0,Matches
563,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,4,0,Matches
564,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,19,2001,1.8,4,4,1,2,1,2,3,66.7,1,2,0,2,0,4,4,0,Matches
565,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,2,0,Matches
566,Douglas Costa,br BRA,"MF,FW",Juventus,it Serie A,29,1990,0.5,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
567,Douglas Costa,br BRA,"FW,MF",Bayern Munich,de Bundesliga,29,1990,3.6,2,1,1,1,0,1,3,33.3,2,7,0,7,2,4,1,0,Matches
568,Hélder Costa,ao ANG,"MF,FW",Leeds United,eng Premier League,26,1994,12.8,25,11,12,5,8,11,32,34.4,21,11,0,11,3,28,5,1,Matches
569,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,1988,3.9,10,6,4,6,0,7,9,77.8,2,7,1,6,6,16,8,0,Matches
570,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,Matches
571,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
572,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,17,0,Matches
573,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,73,36,50,15,8,52,89,58.4,37,41,7,34,41,114,102,1,Matches
574,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,1,0,1,2,2,8,25.0,6,3,1,2,2,5,12,0,Matches
575,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,78,41,33,34,11,39,75,52.0,36,29,4,25,33,111,17,0,Matches
576,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,10,8,5,5,0,0,0,,0,2,0,2,1,11,0,0,Matches
577,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,33,21,23,10,0,12,24,50.0,12,18,12,6,30,63,89,0,Matches
578,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,de Bundesliga,19,2001,16.7,26,15,10,7,9,11,23,47.8,12,20,0,20,10,36,11,0,Matches
579,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,17,2,Matches
580,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,28,1992,7.3,8,6,2,5,1,3,9,33.3,6,7,0,7,2,10,1,0,Matches
581,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,39,30,27,11,1,20,40,50.0,20,20,11,9,26,65,62,0,Matches
582,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,10,0,Matches
583,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
584,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,32,13,15,15,2,18,32,56.3,14,29,14,15,32,64,79,2,Matches
585,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,43,22,29,11,3,22,39,56.4,17,27,14,13,44,87,51,0,Matches
586,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,1995,23.9,27,20,10,14,3,10,28,35.7,18,21,7,14,40,67,61,1,Matches
587,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
588,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,36,22,17,16,3,19,35,54.3,16,19,5,14,15,51,50,0,Matches
589,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,1988,24.2,43,25,22,15,6,29,60,48.3,31,16,2,14,43,86,22,2,Matches
590,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,80,47,30,44,6,33,74,44.6,41,37,10,27,50,130,29,3,Matches
591,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
592,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,1999,16.3,19,10,1,14,4,2,23,8.7,21,18,1,17,6,25,8,0,Matches
593,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,64,51,19,40,5,25,66,37.9,41,45,4,41,40,104,27,0,Matches
594,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,24,11,2,15,7,10,33,30.3,23,13,1,12,3,27,4,0,Matches
595,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
596,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21,1999,23.9,36,16,10,19,7,13,49,26.5,36,29,2,27,31,67,9,0,Matches
597,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,26,19,17,9,0,9,14,64.3,5,10,2,8,18,44,19,1,Matches
598,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
599,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,1998,2.2,4,3,1,2,1,1,2,50.0,1,1,0,1,1,5,0,0,Matches
600,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
601,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,9,4,5,3,1,2,4,50.0,2,13,8,5,5,14,6,1,Matches
602,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,48,24,33,13,2,23,42,54.8,19,25,9,16,53,101,109,0,Matches
603,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,19,10,7,7,5,11,19,57.9,8,6,1,5,17,36,27,0,Matches
604,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,15,9,6,7,2,6,15,40.0,9,9,7,2,4,19,15,0,Matches
605,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,22,13,13,8,1,12,18,66.7,6,17,13,4,44,66,99,1,Matches
606,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,28,1992,11.1,6,3,3,1,2,1,13,7.7,12,6,0,6,9,15,7,0,Matches
607,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,11,8,5,3,3,5,16,31.3,11,7,1,6,13,24,16,0,Matches
608,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,23,11,4,17,2,14,19,73.7,5,18,5,13,16,39,18,1,Matches
609,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
610,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,30,18,9,20,1,14,38,36.8,24,23,5,18,18,48,11,1,Matches
611,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
612,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,1991,37.9,74,45,46,22,6,30,88,34.1,58,41,3,38,44,118,52,1,Matches
613,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,32,17,23,6,3,17,34,50.0,17,18,5,13,25,57,42,0,Matches
614,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,2000,19.7,42,21,14,20,8,22,70,31.4,48,40,4,36,24,66,17,0,Matches
615,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,23,15,15,5,3,10,21,47.6,11,17,6,11,14,37,32,0,Matches
616,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,1991,32.4,62,31,37,16,9,35,66,53.0,31,32,12,20,66,128,68,2,Matches
617,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,6,4,5,1,0,4,11,36.4,7,16,14,2,18,24,59,1,Matches
618,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
619,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,10,5,6,4,0,3,7,42.9,4,6,4,2,10,20,20,0,Matches
620,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,1999,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0,Matches
621,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,5,2,3,1,1,3,10,30.0,7,3,0,3,8,13,0,1,Matches
622,Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,de Bundesliga,18,2002,9.1,17,10,10,6,1,9,16,56.3,7,7,3,4,16,33,31,0,Matches
623,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,34,19,11,19,4,9,31,29.0,22,34,2,32,27,61,18,0,Matches
624,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,Matches
625,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,6,5,3,3,0,4,7,57.1,3,2,0,2,6,12,7,0,Matches
626,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,30,16,12,7,11,16,28,57.1,12,9,2,7,17,47,35,0,Matches
627,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,17,10,5,5,7,9,24,37.5,15,19,1,18,3,20,9,0,Matches
628,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,39,27,16,17,6,28,40,70.0,12,21,1,20,28,67,33,1,Matches
629,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15.0,27,17,10,11,6,13,30,43.3,17,10,5,5,18,45,49,2,Matches
630,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,31,18,17,12,2,16,39,41.0,23,15,9,6,34,65,21,2,Matches
631,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,1998,3.1,2,1,1,0,1,0,1,0.0,1,1,0,1,0,2,2,0,Matches
632,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0,Matches
633,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,42,28,30,10,2,14,24,58.3,10,28,19,9,27,69,62,1,Matches
634,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,11,8,7,4,0,5,12,41.7,7,26,22,4,32,43,88,3,Matches
635,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,34,21,6,18,10,13,48,27.1,35,26,1,25,9,43,10,0,Matches
636,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,15,10,6,9,0,4,5,80.0,1,16,9,7,18,33,41,0,Matches
637,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,41,24,17,22,2,15,60,25.0,45,32,1,31,17,58,20,1,Matches
638,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
639,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,29,17,15,11,3,18,27,66.7,9,13,4,9,27,56,44,0,Matches
640,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,34,24,18,13,3,16,37,43.2,21,37,10,27,30,64,62,3,Matches
641,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,11,6,8,3,0,6,15,40.0,9,8,1,7,6,17,16,0,Matches
642,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,1988,19.5,47,32,20,22,5,16,49,32.7,33,20,3,17,20,67,30,4,Matches
643,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,58,33,37,17,4,40,62,64.5,22,27,9,18,45,103,61,0,Matches
644,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,1991,14.8,13,8,5,5,3,5,13,38.5,8,9,0,9,7,20,5,0,Matches
645,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4.0,6,3,2,3,1,5,13,38.5,8,3,1,2,3,9,1,0,Matches
646,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,13,5,5,4,4,8,23,34.8,15,7,2,5,11,24,11,0,Matches
647,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1996,7.2,30,11,5,14,11,5,25,20.0,20,6,0,6,3,33,4,1,Matches
648,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
649,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,1992,19.8,32,18,19,11,2,20,35,57.1,15,22,5,17,24,56,30,1,Matches
650,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,40,30,15,20,5,11,31,35.5,20,28,10,18,22,62,15,1,Matches
651,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
652,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,8,5,5,1,2,7,13,53.8,6,12,5,7,17,25,19,1,Matches
653,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matches
654,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,1,0,1,0,0,1,3,33.3,2,8,5,3,7,8,9,1,Matches
655,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,12,7,1,9,2,8,18,44.4,10,11,1,10,4,16,34,0,Matches
656,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,1989,3.0,5,2,3,2,0,1,3,33.3,2,2,0,2,4,9,8,1,Matches
657,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
658,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,2,2,0,1,1,0,4,0.0,4,4,2,2,5,7,9,0,Matches
659,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,14,9,4,9,1,6,17,35.3,11,10,0,10,9,23,3,1,Matches
660,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,12,9,8,4,0,5,13,38.5,8,16,9,7,21,33,40,0,Matches
661,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,46,31,15,26,5,19,38,50.0,19,21,4,17,8,54,6,1,Matches
662,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,15,9,4,6,5,2,16,12.5,14,29,5,24,0,15,27,0,Matches
663,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,56,32,26,22,8,23,63,36.5,40,14,1,13,11,67,15,1,Matches
664,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,25,16,16,9,0,6,13,46.2,7,36,25,11,27,52,91,1,Matches
665,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,1995,27.8,54,29,29,22,3,31,60,51.7,29,38,15,23,27,81,52,2,Matches
666,Kévin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,4,2,0,3,1,0,3,0.0,3,2,0,2,1,5,2,0,Matches
667,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,13,7,6,5,2,1,6,16.7,5,6,0,6,0,13,0,1,Matches
668,Stefano Denswil,sr SUR,DF,Bologna,it Serie A,27,1993,1.3,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0,Matches
669,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,25,13,15,6,4,15,32,46.9,17,16,4,12,12,37,38,0,Matches
670,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,1,0,0,1,0,0,2,0.0,2,0,0,0,1,2,1,0,Matches
671,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,3,2,0,1,2,1,2,50.0,1,4,0,4,3,6,2,0,Matches
672,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
673,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,8,4,3,5,0,1,3,33.3,2,12,8,4,27,35,73,0,Matches
674,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1992,1.1,1,1,1,0,0,0,0,,0,2,1,1,2,3,8,0,Matches
675,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
676,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,2000,21.2,31,16,23,6,2,18,32,56.3,14,25,4,21,10,41,24,1,Matches
677,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,6,3,0,3,3,2,9,22.2,7,11,0,11,4,10,8,0,Matches
678,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,1994,6.6,2,2,1,1,0,2,12,16.7,10,2,0,2,3,5,0,0,Matches
679,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,6,4,3,1,2,2,13,15.4,11,9,0,9,9,15,13,0,Matches
680,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,1992,0.9,4,3,0,2,2,3,6,50.0,3,2,0,2,0,4,0,0,Matches
681,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,1,2,0,1,0,0,3,0.0,3,1,0,1,0,1,5,0,Matches
682,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,2,2,1,0,1,1,3,33.3,2,2,0,2,0,2,5,0,Matches
683,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,79,50,54,21,4,43,75,57.3,32,37,13,24,35,114,64,1,Matches
684,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,1988,20.6,26,17,6,8,12,11,45,24.4,34,14,1,13,6,32,7,0,Matches
685,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
686,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,2001,3.2,2,2,1,1,0,0,4,0.0,4,5,0,5,0,2,4,0,Matches
687,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,1996,32.6,23,12,3,11,9,4,22,18.2,18,19,5,14,12,35,37,1,Matches
688,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,2,0,0,2,0,0,0,,0,2,0,2,0,2,0,0,Matches
689,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,1999,26.5,10,6,4,5,1,6,20,30.0,14,11,0,11,12,22,5,0,Matches
690,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,4,3,3,0,1,1,4,25.0,3,2,1,1,1,5,16,0,Matches
691,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,16,8,10,6,0,8,12,66.7,4,28,21,7,27,43,102,1,Matches
692,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0,Matches
693,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,3,3,1,2,0,0,0,,0,2,1,1,0,3,1,0,Matches
694,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
695,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,11,6,3,6,2,7,18,38.9,11,12,2,10,13,24,12,0,Matches
696,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,25,1995,1.6,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,5,0,Matches
697,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,29,16,11,17,1,9,16,56.3,7,10,1,9,10,39,12,2,Matches
698,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,14,9,2,9,3,4,8,50.0,4,4,0,4,3,17,3,0,Matches
699,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
700,Grady Diangana,cd COD,"MF,FW",West Brom,eng Premier League,22,1998,13.7,35,19,19,9,7,19,43,44.2,24,16,2,14,16,51,9,0,Matches
701,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,1998,2.2,0,0,0,0,0,0,7,0.0,7,6,1,5,4,4,1,0,Matches
702,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,24,13,13,8,3,4,16,25.0,12,31,23,8,35,59,92,0,Matches
703,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,1999,4.3,4,3,1,1,2,1,3,33.3,2,5,1,4,4,8,1,0,Matches
704,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,7.3,10,8,4,6,0,2,8,25.0,6,11,2,9,12,22,4,0,Matches
705,Brahim Díaz,ma MAR,"MF,FW",Milan,it Serie A,20,1999,13.6,18,10,7,7,4,10,23,43.5,13,10,0,10,2,20,2,0,Matches
706,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,21,10,13,6,2,10,19,52.6,9,14,8,6,16,37,39,0,Matches
707,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,1990,10.8,16,6,2,9,5,7,12,58.3,5,10,0,10,3,19,8,0,Matches
708,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,2000,1.4,5,3,3,2,0,2,4,50.0,2,2,0,2,0,5,0,0,Matches
709,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28.0,23,14,13,10,0,11,18,61.1,7,37,31,6,23,46,123,3,Matches
710,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,5,4,5,0,0,3,5,60.0,2,10,6,4,13,18,21,0,Matches
711,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,1993,29.8,63,38,40,16,7,29,54,53.7,25,42,4,38,31,94,87,0,Matches
