,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots
541,628,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23,1998,10.6,32.0,20,17.0,10.0,5.0,19.0,26.0,73.1,7.0,18.0,2.0,16.0,17,49.0,19.0,0.0
542,630,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,26,1996,3.7,11.0,9,3.0,4.0,4.0,7.0,7.0,100.0,0.0,6.0,2.0,4.0,7,18.0,3.0,0.0
543,631,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,23,1998,13.2,14.0,8,6.0,8.0,0.0,3.0,12.0,25.0,9.0,14.0,2.0,12.0,7,21.0,7.0,0.0
544,632,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,21,2000,26.1,8.0,6,2.0,2.0,4.0,1.0,13.0,7.7,12.0,17.0,3.0,14.0,3,11.0,20.0,0.0
545,633,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,23.9,54.0,41,40.0,13.0,1.0,33.0,45.0,73.3,12.0,25.0,7.0,18.0,37,91.0,55.0,2.0
546,634,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,1.8,6.0,3,1.0,2.0,3.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0,6.0,0.0,0.0
547,635,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,11.0,31.0,21,13.0,13.0,5.0,15.0,42.0,35.7,27.0,20.0,2.0,18.0,10,41.0,14.0,0.0
548,638,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,10.8,18.0,7,7.0,9.0,2.0,6.0,25.0,24.0,19.0,26.0,6.0,20.0,9,27.0,19.0,0.0
549,639,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,35.4,92.0,62,61.0,23.0,8.0,52.0,73.0,71.2,21.0,39.0,20.0,19.0,47,139.0,114.0,1.0
550,642,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
551,643,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,35.9,37.0,19,25.0,11.0,1.0,19.0,30.0,63.3,11.0,48.0,34.0,14.0,33,70.0,124.0,0.0
552,644,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,36.7,70.0,40,45.0,21.0,4.0,36.0,59.0,61.0,23.0,52.0,31.0,21.0,47,117.0,125.0,2.0
553,645,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,10.5,17.0,8,9.0,8.0,0.0,9.0,18.0,50.0,9.0,14.0,9.0,5.0,11,28.0,45.0,1.0
554,646,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,36.9,69.0,38,12.0,43.0,14.0,29.0,73.0,39.7,44.0,34.0,2.0,32.0,24,93.0,23.0,0.0
555,647,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,14.6,21.0,14,15.0,5.0,1.0,14.0,20.0,70.0,6.0,16.0,10.0,6.0,19,40.0,65.0,2.0
556,648,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,0.3,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0
557,649,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,22.5,56.0,30,29.0,15.0,12.0,31.0,47.0,66.0,16.0,33.0,5.0,28.0,21,77.0,36.0,0.0
558,650,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,15.4,18.0,9,6.0,6.0,6.0,6.0,16.0,37.5,10.0,22.0,6.0,16.0,5,23.0,7.0,1.0
559,651,David Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,19,2002,0.8,3.0,1,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,3.0,0.0,0.0
560,652,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,35.2,24.0,17,6.0,11.0,7.0,10.0,27.0,37.0,17.0,20.0,2.0,18.0,8,32.0,13.0,0.0
561,653,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,22.7,45.0,28,25.0,13.0,7.0,18.0,39.0,46.2,21.0,28.0,4.0,24.0,24,69.0,24.0,4.0
562,654,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,25.4,28.0,11,13.0,13.0,2.0,14.0,26.0,53.8,12.0,17.0,8.0,9.0,18,46.0,72.0,0.0
563,655,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,6.0,15.0,9,5.0,9.0,1.0,7.0,14.0,50.0,7.0,10.0,1.0,9.0,4,19.0,7.0,1.0
564,656,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,18.1,48.0,31,28.0,17.0,3.0,22.0,31.0,71.0,9.0,14.0,9.0,5.0,23,71.0,71.0,0.0
565,659,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,26.9,28.0,12,3.0,12.0,13.0,14.0,39.0,35.9,25.0,27.0,2.0,25.0,9,37.0,10.0,0.0
566,660,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,21,2001,12.4,26.0,12,7.0,14.0,5.0,13.0,30.0,43.3,17.0,14.0,2.0,12.0,4,30.0,9.0,0.0
567,661,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24,1998,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
568,662,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19,2003,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
569,663,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28,1994,21.4,35.0,21,11.0,18.0,6.0,18.0,35.0,51.4,17.0,20.0,3.0,17.0,8,43.0,7.0,0.0
570,664,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,29,1992,11.6,14.0,7,8.0,3.0,3.0,9.0,14.0,64.3,5.0,9.0,3.0,6.0,4,18.0,20.0,0.0
571,665,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34,1988,7.5,3.0,2,2.0,0.0,1.0,3.0,7.0,42.9,4.0,6.0,5.0,1.0,3,6.0,20.0,0.0
572,666,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24,1998,19.5,24.0,17,10.0,14.0,0.0,11.0,37.0,29.7,26.0,28.0,5.0,23.0,20,44.0,40.0,1.0
573,667,Koni De Winter,be BEL,DF,Empoli,it Serie A,20,2002,11.4,14.0,9,11.0,3.0,0.0,5.0,13.0,38.5,8.0,14.0,12.0,2.0,6,20.0,65.0,0.0
574,668,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31,1991,13.0,9.0,7,5.0,2.0,2.0,4.0,13.0,30.8,9.0,11.0,0.0,11.0,2,11.0,5.0,0.0
575,669,Duccio Degl'Innocenti,it ITA,MF,Empoli,it Serie A,19,2003,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
576,670,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31,1991,20.1,40.0,23,10.0,20.0,10.0,15.0,51.0,29.4,36.0,25.0,5.0,20.0,14,54.0,11.0,0.0
577,671,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1996,15.8,39.0,24,13.0,17.0,9.0,16.0,36.0,44.4,20.0,14.0,1.0,13.0,11,50.0,5.0,0.0
578,672,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
579,673,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,30,1992,11.9,28.0,14,16.0,6.0,6.0,13.0,26.0,50.0,13.0,8.0,3.0,5.0,16,44.0,9.0,0.0
580,676,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,2002,0.2,1.0,0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
581,677,Fran Delgado,es ESP,DF,Betis,es La Liga,21,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
582,680,Karamoko Dembele,sct SCO,"FW,MF",Brest,fr Ligue 1,19,2003,2.0,2.0,0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0
583,681,Moussa Dembélé,fr FRA,"FW,MF",Lyon,fr Ligue 1,26,1996,9.7,8.0,4,3.0,3.0,2.0,4.0,7.0,57.1,3.0,5.0,0.0,5.0,2,10.0,6.0,0.0
584,682,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25,1997,15.7,19.0,12,4.0,8.0,7.0,4.0,15.0,26.7,11.0,10.0,1.0,9.0,0,19.0,2.0,0.0
585,685,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24,1998,17.1,41.0,29,30.0,11.0,0.0,26.0,36.0,72.2,10.0,24.0,7.0,17.0,24,65.0,57.0,1.0
586,686,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29,1993,17.2,36.0,18,16.0,17.0,3.0,18.0,34.0,52.9,16.0,26.0,6.0,20.0,16,52.0,11.0,0.0
587,687,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,24,1998,26.3,31.0,14,9.0,12.0,10.0,9.0,22.0,40.9,13.0,31.0,4.0,27.0,14,45.0,37.0,0.0
588,688,Diego Demme,de GER,MF,Napoli,it Serie A,30,1991,1.6,1.0,0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0,1.0,1.0,0.0
589,689,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20,2001,7.7,5.0,4,2.0,2.0,1.0,1.0,4.0,25.0,3.0,8.0,5.0,3.0,13,18.0,33.0,2.0
590,690,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27,1995,32.1,71.0,36,26.0,32.0,13.0,36.0,89.0,40.4,53.0,27.0,4.0,23.0,10,81.0,27.0,2.0
591,693,Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,eng Premier League,24,1997,8.0,17.0,11,5.0,5.0,7.0,8.0,17.0,47.1,9.0,13.0,1.0,12.0,2,19.0,6.0,0.0
592,696,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30,1992,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
593,697,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,22,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
594,699,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27,1995,25.1,71.0,38,36.0,27.0,8.0,43.0,67.0,64.2,24.0,35.0,6.0,29.0,36,107.0,48.0,2.0
595,700,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,27,1994,17.6,11.0,4,4.0,4.0,3.0,2.0,6.0,33.3,4.0,14.0,2.0,12.0,3,14.0,5.0,0.0
596,701,Sergiño Dest,us USA,DF,Milan,it Serie A,21,2000,3.7,12.0,6,3.0,5.0,4.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,4,16.0,2.0,0.0
597,702,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,31,1991,6.4,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,2.0,5.0,0.0
598,703,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28,1994,13.5,8.0,5,5.0,1.0,2.0,5.0,15.0,33.3,10.0,8.0,1.0,7.0,2,10.0,1.0,0.0
599,704,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,23,1998,25.6,53.0,29,14.0,34.0,5.0,19.0,47.0,40.4,28.0,55.0,13.0,42.0,28,81.0,21.0,0.0
600,705,Samuel Di Carmine,it ITA,"FW,MF",Cremonese,it Serie A,33,1988,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
601,706,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,28,1994,22.6,28.0,16,7.0,11.0,10.0,9.0,19.0,47.4,10.0,16.0,0.0,16.0,8,36.0,14.0,0.0
602,708,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,28,1993,36.2,60.0,29,33.0,19.0,8.0,25.0,49.0,51.0,24.0,30.0,9.0,21.0,30,90.0,60.0,0.0
603,709,Ángel Di María,ar ARG,"FW,MF",Juventus,it Serie A,34,1988,15.1,10.0,5,3.0,5.0,2.0,3.0,19.0,15.8,16.0,15.0,0.0,15.0,7,17.0,0.0,0.0
604,710,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,28.0,12.0,5,3.0,6.0,3.0,2.0,7.0,28.6,5.0,10.0,0.0,10.0,7,19.0,27.0,1.0
605,711,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,30.0,14.0,8,4.0,8.0,2.0,7.0,14.0,50.0,7.0,8.0,0.0,8.0,5,19.0,3.0,0.0
606,712,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,27.2,30.0,16,19.0,11.0,0.0,13.0,20.0,65.0,7.0,30.0,17.0,13.0,20,50.0,111.0,2.0
607,713,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,16,2005,0.2,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,3.0,0.0,0.0
608,714,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,29.5,54.0,35,23.0,24.0,7.0,32.0,57.0,56.1,25.0,37.0,8.0,29.0,17,71.0,58.0,0.0
609,715,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,1.5,3.0,3,3.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,5,8.0,6.0,0.0
610,716,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,5.3,6.0,5,5.0,1.0,0.0,1.0,3.0,33.3,2.0,8.0,5.0,3.0,8,14.0,22.0,0.0
611,717,Baila Diallo,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,21,2001,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0
612,718,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,32.0,18.0,10,8.0,7.0,3.0,6.0,16.0,37.5,10.0,19.0,4.0,15.0,12,30.0,26.0,0.0
613,719,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,9.1,25.0,15,14.0,10.0,1.0,8.0,14.0,57.1,6.0,11.0,1.0,10.0,6,31.0,11.0,0.0
614,720,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,24.2,46.0,33,35.0,9.0,2.0,35.0,63.0,55.6,28.0,26.0,12.0,14.0,30,76.0,46.0,1.0
615,721,Mamady Diarra,ml MLI,"MF,DF",Cádiz,es La Liga,22,2000,0.7,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,2.0,0.0,0.0
616,722,Mouhamadou Diarra,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,18,2004,18.1,24.0,16,10.0,11.0,3.0,15.0,29.0,51.7,14.0,17.0,1.0,16.0,11,35.0,13.0,0.0
617,723,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,13.6,20.0,9,9.0,9.0,2.0,9.0,15.0,60.0,6.0,25.0,10.0,15.0,19,39.0,27.0,1.0
618,724,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,23,1998,11.8,25.0,17,14.0,9.0,2.0,11.0,29.0,37.9,18.0,13.0,1.0,12.0,22,47.0,9.0,0.0
619,725,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,1.1,3.0,0,2.0,1.0,0.0,1.0,5.0,20.0,4.0,7.0,1.0,6.0,2,5.0,3.0,0.0
620,726,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25,1997,22.2,21.0,13,10.0,10.0,1.0,11.0,18.0,61.1,7.0,21.0,13.0,8.0,18,39.0,56.0,1.0
621,727,Krépin Diatta,sn SEN,"MF,FW",Monaco,fr Ligue 1,23,1999,23.0,30.0,21,4.0,17.0,9.0,13.0,32.0,40.6,19.0,29.0,1.0,28.0,17,47.0,12.0,0.0
622,729,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,22,1999,21.4,32.0,15,5.0,22.0,5.0,5.0,15.0,33.3,10.0,11.0,0.0,11.0,7,39.0,6.0,0.0
623,730,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,11.1,17.0,11,4.0,8.0,5.0,8.0,15.0,53.3,7.0,8.0,0.0,8.0,6,23.0,2.0,0.0
624,731,Justin Diehl,de GER,"MF,FW",Köln,de Bundesliga,17,2004,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
625,734,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28,1994,31.3,30.0,19,16.0,12.0,2.0,9.0,19.0,47.4,10.0,41.0,24.0,17.0,35,65.0,112.0,2.0
626,735,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,4.4,2.0,1,0.0,2.0,0.0,1.0,4.0,25.0,3.0,4.0,1.0,3.0,0,2.0,2.0,0.0
627,736,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,16.7,30.0,12,20.0,9.0,1.0,20.0,33.0,60.6,13.0,18.0,5.0,13.0,18,48.0,45.0,0.0
628,737,Federico Dimarco,it ITA,DF,Inter,it Serie A,24,1997,23.0,31.0,25,6.0,18.0,7.0,9.0,19.0,47.4,10.0,15.0,4.0,11.0,18,49.0,20.0,0.0
629,739,Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,21,2000,11.8,30.0,19,16.0,14.0,0.0,16.0,33.0,48.5,17.0,18.0,5.0,13.0,11,41.0,20.0,0.0
630,740,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,31,1991,1.1,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0
631,741,Eren Dinkçi,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,2001,2.6,5.0,5,2.0,1.0,2.0,2.0,6.0,33.3,4.0,2.0,0.0,2.0,0,5.0,2.0,0.0
632,742,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,21.7,42.0,24,26.0,15.0,1.0,31.0,49.0,63.3,18.0,26.0,13.0,13.0,49,91.0,75.0,1.0
633,743,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29,1992,5.6,1.0,0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0,1.0,1.0,0.0
634,744,Edan Diop,fr FRA,"DF,FW",Monaco,fr Ligue 1,17,2004,2.5,13.0,8,3.0,3.0,7.0,7.0,15.0,46.7,8.0,7.0,1.0,6.0,4,17.0,1.0,0.0
635,745,Issa Diop,fr FRA,DF,Fulham,eng Premier League,25,1997,22.4,28.0,19,18.0,9.0,1.0,17.0,32.0,53.1,15.0,24.0,17.0,7.0,35,63.0,86.0,0.0
636,749,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24,1998,37.0,30.0,20,13.0,13.0,4.0,13.0,27.0,48.1,14.0,51.0,31.0,20.0,56,86.0,112.0,2.0
637,750,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22,2000,22.4,31.0,21,23.0,7.0,1.0,13.0,20.0,65.0,7.0,17.0,11.0,6.0,23,54.0,60.0,1.0
638,751,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,31.6,41.0,28,23.0,17.0,1.0,22.0,38.0,57.9,16.0,25.0,10.0,15.0,42,83.0,81.0,1.0
639,752,Moussa Djenepo,ml MLI,"DF,FW",Southampton,eng Premier League,24,1998,7.9,19.0,11,13.0,5.0,1.0,11.0,27.0,40.7,16.0,19.0,2.0,17.0,11,30.0,7.0,0.0
640,753,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29,1992,26.9,50.0,25,32.0,17.0,1.0,18.0,32.0,56.3,14.0,29.0,14.0,15.0,34,84.0,72.0,0.0
641,754,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,27,1994,29.7,53.0,36,37.0,16.0,0.0,26.0,46.0,56.5,20.0,45.0,19.0,26.0,66,119.0,151.0,3.0
642,755,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29,1993,20.0,34.0,19,21.0,13.0,0.0,17.0,25.0,68.0,8.0,17.0,7.0,10.0,36,70.0,74.0,1.0
643,756,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,22,1999,1.5,1.0,0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0
644,759,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,20,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
645,760,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,16,2005,0.3,3.0,2,1.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,3.0,0.0,0.0
646,761,Ritsu Doan,jp JPN,"MF,FW",Freiburg,de Bundesliga,24,1998,26.9,61.0,29,19.0,29.0,13.0,25.0,54.0,46.3,29.0,40.0,1.0,39.0,14,75.0,12.0,0.0
647,762,Dodô,br BRA,DF,Fiorentina,it Serie A,23,1998,25.9,40.0,22,20.0,14.0,6.0,22.0,46.0,47.8,24.0,26.0,2.0,24.0,25,65.0,37.0,0.0
648,763,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24,1998,24.6,38.0,23,21.0,17.0,0.0,14.0,26.0,53.8,12.0,27.0,12.0,15.0,29,67.0,93.0,0.0
649,766,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20,2002,15.0,19.0,8,6.0,7.0,6.0,6.0,16.0,37.5,10.0,25.0,6.0,19.0,11,30.0,13.0,1.0
650,767,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,20,2002,14.3,25.0,16,6.0,13.0,6.0,12.0,24.0,50.0,12.0,10.0,0.0,10.0,5,30.0,2.0,0.0
651,770,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,1.2,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0,1.0,7.0,0.0
652,771,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24,1998,25.6,79.0,49,34.0,33.0,12.0,39.0,76.0,51.3,37.0,29.0,3.0,26.0,21,100.0,29.0,1.0
653,772,John Donald,es ESP,"MF,DF",Elche,es La Liga,21,2000,12.1,20.0,11,9.0,9.0,2.0,7.0,14.0,50.0,7.0,14.0,7.0,7.0,14,34.0,23.0,1.0
654,773,Giulio Donati,it ITA,DF,Monza,it Serie A,32,1990,4.7,4.0,1,1.0,1.0,2.0,3.0,6.0,50.0,3.0,3.0,1.0,2.0,4,8.0,11.0,0.0
655,774,Kyliane Dong,fr FRA,"MF,FW",Troyes,fr Ligue 1,17,2004,2.4,3.0,1,0.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,4.0,0.0,0.0
656,775,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,21,2001,0.2,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
657,777,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,24,1998,5.4,21.0,12,8.0,11.0,2.0,9.0,16.0,56.3,7.0,9.0,3.0,6.0,6,27.0,9.0,0.0
658,778,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,24,1997,37.9,48.0,30,29.0,15.0,4.0,18.0,27.0,66.7,9.0,49.0,26.0,23.0,32,80.0,125.0,3.0
659,779,Jodel Dossou,bj BEN,"MF,DF",Clermont Foot,fr Ligue 1,30,1992,2.9,7.0,4,3.0,2.0,2.0,4.0,4.0,100.0,0.0,2.0,1.0,1.0,1,8.0,0.0,0.0
660,780,Lohann Doucet,fr FRA,"MF,FW",Nantes,fr Ligue 1,19,2002,1.0,3.0,0,2.0,0.0,1.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,2,5.0,4.0,0.0
661,781,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,29,1993,17.0,31.0,20,9.0,15.0,7.0,12.0,37.0,32.4,25.0,26.0,3.0,23.0,13,44.0,11.0,0.0
662,782,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,22,2000,30.8,77.0,46,40.0,33.0,4.0,29.0,52.0,55.8,23.0,47.0,13.0,34.0,56,133.0,48.0,0.0
663,783,Siriné Doucouré,ml MLI,"FW,MF",Lorient,fr Ligue 1,20,2002,1.5,2.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0
664,784,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,17,2005,12.4,37.0,18,10.0,23.0,4.0,13.0,32.0,40.6,19.0,17.0,1.0,16.0,13,50.0,3.0,0.0
665,785,Guela Doué,fr FRA,"FW,MF",Rennes,fr Ligue 1,19,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
666,786,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19,2003,25.5,48.0,24,23.0,21.0,4.0,20.0,34.0,58.8,14.0,26.0,8.0,18.0,27,75.0,54.0,0.0
667,787,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,19,2003,12.8,31.0,16,9.0,14.0,8.0,12.0,37.0,32.4,25.0,17.0,1.0,16.0,13,44.0,3.0,0.0
668,788,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,25,1996,19.9,45.0,31,31.0,13.0,1.0,17.0,31.0,54.8,14.0,20.0,3.0,17.0,27,72.0,27.0,1.0
669,789,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,23,1999,8.5,16.0,9,4.0,10.0,2.0,6.0,12.0,50.0,6.0,15.0,2.0,13.0,7,23.0,6.0,0.0
670,790,Kami Doyle,eng ENG,MF,Southampton,eng Premier League,16,2005,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
671,792,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20,2001,0.8,5.0,4,0.0,4.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1,6.0,1.0,0.0
