,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
577,Copete,es ESP,DF,Mallorca,es La Liga,22,1999,24.5,53,28,35,16,2,26,36,72.2,10,38,17,21,44,97,111,2,Matches
578,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,18,2003,13.1,25,17,15,10,0,11,24,45.8,13,20,6,14,14,39,38,0,Matches
579,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31,1991,8.3,18,13,7,9,2,7,7,100.0,0,8,2,6,9,27,7,0,Matches
580,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,31,1990,8.7,16,6,10,2,4,11,22,50.0,11,9,3,6,14,30,21,0,Matches
581,Alex Cordaz,it ITA,GK,Inter,it Serie A,39,1983,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
582,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,25,1996,2.7,7,3,5,0,2,4,6,66.7,2,6,0,6,2,9,3,0,Matches
583,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,29,1993,1.2,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0,Matches
584,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,27,1995,16.2,12,6,6,3,3,5,16,31.3,11,17,0,17,10,22,6,1,Matches
585,Joaquín Correa,ar ARG,FW,Inter,it Serie A,27,1994,10.6,12,7,3,6,3,4,15,26.7,11,4,1,3,3,15,0,0,Matches
586,Thierry Correia,pt POR,DF,Valencia,es La Liga,23,1999,22.3,71,52,46,22,3,31,54,57.4,23,25,2,23,24,95,54,2,Matches
587,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,21,2001,0.1,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
588,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29,1993,13.7,20,16,7,8,5,12,20,60.0,8,22,3,19,9,29,26,0,Matches
589,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,21,2001,15.6,13,7,1,10,2,7,19,36.8,12,19,1,18,11,24,6,0,Matches
590,Diego Costa,es ESP,FW,Wolves,eng Premier League,33,1988,13.8,3,1,3,0,0,2,9,22.2,7,6,1,5,2,5,17,0,Matches
591,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34,1988,28.9,50,34,26,17,7,29,51,56.9,22,13,5,8,22,72,44,1,Matches
592,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21,2001,4.6,9,4,7,1,1,6,9,66.7,3,6,3,3,4,13,12,0,Matches
593,Nuno da Costa,cv CPV,"FW,MF",Auxerre,fr Ligue 1,31,1991,22.3,45,23,14,23,8,11,46,23.9,35,21,1,20,20,65,15,0,Matches
594,Samu Costa,pt POR,MF,Almería,es La Liga,21,2000,22.1,61,31,35,20,6,29,61,47.5,32,29,7,22,37,98,64,4,Matches
595,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,5,0,Matches
596,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,29,1992,23.7,58,31,37,15,6,36,51,70.6,15,24,6,18,38,96,70,0,Matches
597,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,26,1996,32.1,84,50,42,35,7,30,73,41.1,43,35,7,28,25,109,33,2,Matches
598,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,18,2003,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
599,Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,de Bundesliga,21,2001,3.6,12,9,9,1,2,5,12,41.7,7,10,0,10,3,15,0,0,Matches
600,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30,1992,31.0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,7,1,Matches
601,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36,1986,21.6,23,13,13,10,0,8,28,28.6,20,19,3,16,19,42,21,0,Matches
602,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,30,1992,8.8,19,14,8,8,3,9,15,60.0,6,11,1,10,4,23,2,0,Matches
603,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,20,2002,12.9,25,18,11,11,3,12,20,60.0,8,7,2,5,5,30,10,0,Matches
604,Conor Coventry,ie IRL,"MF,FW",West Ham,eng Premier League,22,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
605,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,23,1999,14.2,38,21,27,9,2,26,38,68.4,12,11,5,6,21,59,35,1,Matches
606,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,23,1999,1.1,3,3,1,2,0,2,3,66.7,1,3,1,2,0,3,0,0,Matches
607,Alessio Cragno,it ITA,GK,Monza,it Serie A,28,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
608,Matthew Craig,sct SCO,MF,Tottenham,eng Premier League,19,2003,0.2,4,1,2,2,0,0,0,,0,0,0,0,0,4,0,0,Matches
609,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,32,1989,24.8,21,11,12,7,2,12,31,38.7,19,21,11,10,27,48,56,0,Matches
610,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,27,1995,32.6,113,62,55,49,9,55,90,61.1,35,39,10,29,18,131,53,0,Matches
611,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,26,1995,3.3,8,3,0,7,1,1,2,50.0,1,9,1,8,9,17,6,0,Matches
612,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30,1992,22.9,24,14,17,4,3,13,23,56.5,10,21,8,13,13,37,58,0,Matches
613,Juan Cruz,es ESP,FW,Betis,es La Liga,22,2000,2.0,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0,Matches
614,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,34,1988,23.1,50,34,34,13,3,27,65,41.5,38,15,2,13,24,74,32,0,Matches
615,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24,1998,18.6,66,33,40,15,11,30,60,50.0,30,28,8,20,16,82,48,1,Matches
616,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,22,1999,5.6,9,7,7,2,0,4,7,57.1,3,10,8,2,6,15,44,0,Matches
617,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,25,1996,2.4,5,2,2,1,2,2,5,40.0,3,2,1,1,2,7,1,0,Matches
618,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,22,1999,6.9,13,10,7,5,1,5,23,21.7,18,10,0,10,5,18,4,0,Matches
619,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,23,1999,10.7,7,4,0,5,2,2,10,20.0,8,15,3,12,9,16,11,0,Matches
620,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,es La Liga,23,1999,4.2,4,1,1,3,0,0,3,0.0,3,4,1,3,2,6,3,0,Matches
621,Curro,es ESP,MF,Almería,es La Liga,26,1996,0.5,2,0,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches
622,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,31,1991,3.2,4,4,3,1,0,2,5,40.0,3,2,0,2,1,5,3,0,Matches
623,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,33,1988,8.1,25,17,17,7,1,15,27,55.6,12,12,4,8,10,35,17,0,Matches
624,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,17,2004,3.5,4,0,2,1,1,1,4,25.0,3,2,0,2,1,5,1,0,Matches
625,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34,1988,3.8,8,7,5,3,0,3,3,100.0,0,4,3,1,5,13,12,0,Matches
626,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30,1992,10.4,11,8,4,5,2,3,9,33.3,6,8,0,8,5,16,0,0,Matches
627,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
628,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23,1998,10.6,32,20,17,10,5,19,26,73.1,7,18,2,16,17,49,19,0,Matches
629,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24,1998,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
630,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,26,1996,3.7,11,9,3,4,4,7,7,100.0,0,6,2,4,7,18,3,0,Matches
631,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,23,1998,13.2,14,8,6,8,0,3,12,25.0,9,14,2,12,7,21,7,0,Matches
632,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,21,2000,26.1,8,6,2,2,4,1,13,7.7,12,17,3,14,3,11,20,0,Matches
633,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,23.9,54,41,40,13,1,33,45,73.3,12,25,7,18,37,91,55,2,Matches
634,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,1.8,6,3,1,2,3,1,2,50.0,1,3,0,3,0,6,0,0,Matches
635,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,11.0,31,21,13,13,5,15,42,35.7,27,20,2,18,10,41,14,0,Matches
636,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21,2001,24.4,57,29,37,17,3,26,47,55.3,21,30,13,17,29,86,76,0,Matches
637,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21,2001,1.0,2,0,2,0,0,1,1,100.0,0,4,1,3,0,2,1,0,Matches
638,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,10.8,18,7,7,9,2,6,25,24.0,19,26,6,20,9,27,19,0,Matches
639,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,35.4,92,62,61,23,8,52,73,71.2,21,39,20,19,47,139,114,1,Matches
640,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,25,1997,1.9,2,0,1,1,0,0,0,,0,1,0,1,0,2,0,0,Matches
641,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,25,1997,5.3,3,3,1,0,2,1,2,50.0,1,0,0,0,0,3,1,1,Matches
642,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,0.0,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,Matches
643,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,35.9,37,19,25,11,1,19,30,63.3,11,48,34,14,33,70,124,0,Matches
644,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,36.7,70,40,45,21,4,36,59,61.0,23,52,31,21,47,117,125,2,Matches
645,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,10.5,17,8,9,8,0,9,18,50.0,9,14,9,5,11,28,45,1,Matches
646,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,36.9,69,38,12,43,14,29,73,39.7,44,34,2,32,24,93,23,0,Matches
647,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,14.6,21,14,15,5,1,14,20,70.0,6,16,10,6,19,40,65,2,Matches
648,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,0.3,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
649,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,22.5,56,30,29,15,12,31,47,66.0,16,33,5,28,21,77,36,0,Matches
650,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,15.4,18,9,6,6,6,6,16,37.5,10,22,6,16,5,23,7,1,Matches
651,David Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,19,2002,0.8,3,1,1,1,1,1,1,100.0,0,1,0,1,0,3,0,0,Matches
652,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,35.2,24,17,6,11,7,10,27,37.0,17,20,2,18,8,32,13,0,Matches
653,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,22.7,45,28,25,13,7,18,39,46.2,21,28,4,24,24,69,24,4,Matches
654,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,25.4,28,11,13,13,2,14,26,53.8,12,17,8,9,18,46,72,0,Matches
655,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,6.0,15,9,5,9,1,7,14,50.0,7,10,1,9,4,19,7,1,Matches
656,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,18.1,48,31,28,17,3,22,31,71.0,9,14,9,5,23,71,71,0,Matches
657,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32,1990,8.0,11,7,9,2,0,5,7,71.4,2,9,6,3,6,17,26,0,Matches
658,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32,1990,15.7,9,6,6,3,0,4,7,57.1,3,31,23,8,12,21,74,2,Matches
659,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,26.9,28,12,3,12,13,14,39,35.9,25,27,2,25,9,37,10,0,Matches
660,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,21,2001,12.4,26,12,7,14,5,13,30,43.3,17,14,2,12,4,30,9,0,Matches
661,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24,1998,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
662,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19,2003,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
663,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28,1994,21.4,35,21,11,18,6,18,35,51.4,17,20,3,17,8,43,7,0,Matches
664,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,29,1992,11.6,14,7,8,3,3,9,14,64.3,5,9,3,6,4,18,20,0,Matches
665,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34,1988,7.5,3,2,2,0,1,3,7,42.9,4,6,5,1,3,6,20,0,Matches
666,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24,1998,19.5,24,17,10,14,0,11,37,29.7,26,28,5,23,20,44,40,1,Matches
667,Koni De Winter,be BEL,DF,Empoli,it Serie A,20,2002,11.4,14,9,11,3,0,5,13,38.5,8,14,12,2,6,20,65,0,Matches
668,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31,1991,13.0,9,7,5,2,2,4,13,30.8,9,11,0,11,2,11,5,0,Matches
669,Duccio Degl'Innocenti,it ITA,MF,Empoli,it Serie A,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
670,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31,1991,20.1,40,23,10,20,10,15,51,29.4,36,25,5,20,14,54,11,0,Matches
671,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1996,15.8,39,24,13,17,9,16,36,44.4,20,14,1,13,11,50,5,0,Matches
672,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
673,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,30,1992,11.9,28,14,16,6,6,13,26,50.0,13,8,3,5,16,44,9,0,Matches
674,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,30,1991,3.4,4,2,0,4,0,3,5,60.0,2,3,2,1,4,8,3,0,Matches
675,Thomas Delaney,dk DEN,MF,Hoffenheim,de Bundesliga,30,1991,3.3,6,3,3,2,1,3,8,37.5,5,5,0,5,1,7,4,0,Matches
676,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,2002,0.2,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
677,Fran Delgado,es ESP,DF,Betis,es La Liga,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
678,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,30,1991,8.7,2,0,1,1,0,1,2,50.0,1,0,0,0,1,3,7,0,Matches
679,Andy Delort,dz ALG,FW,Nantes,fr Ligue 1,30,1991,5.2,5,4,1,2,2,2,6,33.3,4,3,0,3,0,5,2,0,Matches
680,Karamoko Dembele,sct SCO,"FW,MF",Brest,fr Ligue 1,19,2003,2.0,2,0,1,1,0,2,2,100.0,0,1,0,1,1,3,0,0,Matches
681,Moussa Dembélé,fr FRA,"FW,MF",Lyon,fr Ligue 1,26,1996,9.7,8,4,3,3,2,4,7,57.1,3,5,0,5,2,10,6,0,Matches
682,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25,1997,15.7,19,12,4,8,7,4,15,26.7,11,10,1,9,0,19,2,0,Matches
683,Siriki Dembélé,ci CIV,"FW,MF",Bournemouth,eng Premier League,25,1996,1.2,3,1,2,1,0,0,1,0.0,1,1,0,1,1,4,1,0,Matches
684,Siriki Dembélé,ci CIV,"MF,FW",Auxerre,fr Ligue 1,25,1996,4.1,10,6,4,3,3,4,12,33.3,8,2,0,2,1,11,2,0,Matches
685,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24,1998,17.1,41,29,30,11,0,26,36,72.2,10,24,7,17,24,65,57,1,Matches
686,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29,1993,17.2,36,18,16,17,3,18,34,52.9,16,26,6,20,16,52,11,0,Matches
687,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,24,1998,26.3,31,14,9,12,10,9,22,40.9,13,31,4,27,14,45,37,0,Matches
688,Diego Demme,de GER,MF,Napoli,it Serie A,30,1991,1.6,1,0,1,0,0,0,4,0.0,4,2,0,2,0,1,1,0,Matches
689,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20,2001,7.7,5,4,2,2,1,1,4,25.0,3,8,5,3,13,18,33,2,Matches
690,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27,1995,32.1,71,36,26,32,13,36,89,40.4,53,27,4,23,10,81,27,2,Matches
691,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,27,1995,7.7,19,9,11,6,2,11,21,52.4,10,19,4,15,10,29,12,0,Matches
692,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,27,1995,2.4,4,2,0,3,1,2,3,66.7,1,2,0,2,9,13,4,0,Matches
693,Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,eng Premier League,24,1997,8.0,17,11,5,5,7,8,17,47.1,9,13,1,12,2,19,6,0,Matches
694,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25,1997,24.1,48,28,25,16,7,25,44,56.8,19,32,6,26,18,66,33,3,Matches
695,Fabio Depaoli,it ITA,"DF,MF",Sampdoria,it Serie A,25,1997,1.5,5,3,2,3,0,3,4,75.0,1,1,0,1,1,6,4,0,Matches
696,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30,1992,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
697,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,22,1999,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
698,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
699,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27,1995,25.1,71,38,36,27,8,43,67,64.2,24,35,6,29,36,107,48,2,Matches
700,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,27,1994,17.6,11,4,4,4,3,2,6,33.3,4,14,2,12,3,14,5,0,Matches
701,Sergiño Dest,us USA,DF,Milan,it Serie A,21,2000,3.7,12,6,3,5,4,3,4,75.0,1,1,0,1,4,16,2,0,Matches
702,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,31,1991,6.4,1,1,0,1,0,0,0,,0,2,0,2,1,2,5,0,Matches
703,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28,1994,13.5,8,5,5,1,2,5,15,33.3,10,8,1,7,2,10,1,0,Matches
704,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,23,1998,25.6,53,29,14,34,5,19,47,40.4,28,55,13,42,28,81,21,0,Matches
705,Samuel Di Carmine,it ITA,"FW,MF",Cremonese,it Serie A,33,1988,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
706,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,28,1994,22.6,28,16,7,11,10,9,19,47.4,10,16,0,16,8,36,14,0,Matches
707,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37.0,0,0,0,0,0,0,3,0.0,3,1,0,1,4,4,18,3,Matches
708,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,28,1993,36.2,60,29,33,19,8,25,49,51.0,24,30,9,21,30,90,60,0,Matches
709,Ángel Di María,ar ARG,"FW,MF",Juventus,it Serie A,34,1988,15.1,10,5,3,5,2,3,19,15.8,16,15,0,15,7,17,0,0,Matches
710,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,28.0,12,5,3,6,3,2,7,28.6,5,10,0,10,7,19,27,1,Matches
711,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,30.0,14,8,4,8,2,7,14,50.0,7,8,0,8,5,19,3,0,Matches
712,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,27.2,30,16,19,11,0,13,20,65.0,7,30,17,13,20,50,111,2,Matches
713,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,16,2005,0.2,2,0,2,0,0,0,1,0.0,1,1,0,1,1,3,0,0,Matches
714,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,29.5,54,35,23,24,7,32,57,56.1,25,37,8,29,17,71,58,0,Matches
715,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,1.5,3,3,3,0,0,2,3,66.7,1,0,0,0,5,8,6,0,Matches
716,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,5.3,6,5,5,1,0,1,3,33.3,2,8,5,3,8,14,22,0,Matches
717,Baila Diallo,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,21,2001,1.0,1,0,1,0,0,0,0,,0,1,1,0,0,1,1,0,Matches
718,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,32.0,18,10,8,7,3,6,16,37.5,10,19,4,15,12,30,26,0,Matches
719,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,9.1,25,15,14,10,1,8,14,57.1,6,11,1,10,6,31,11,0,Matches
720,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,24.2,46,33,35,9,2,35,63,55.6,28,26,12,14,30,76,46,1,Matches
721,Mamady Diarra,ml MLI,"MF,DF",Cádiz,es La Liga,22,2000,0.7,2,1,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,Matches
722,Mouhamadou Diarra,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,18,2004,18.1,24,16,10,11,3,15,29,51.7,14,17,1,16,11,35,13,0,Matches
723,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,13.6,20,9,9,9,2,9,15,60.0,6,25,10,15,19,39,27,1,Matches
724,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,23,1998,11.8,25,17,14,9,2,11,29,37.9,18,13,1,12,22,47,9,0,Matches
725,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,1.1,3,0,2,1,0,1,5,20.0,4,7,1,6,2,5,3,0,Matches
726,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25,1997,22.2,21,13,10,10,1,11,18,61.1,7,21,13,8,18,39,56,1,Matches
727,Krépin Diatta,sn SEN,"MF,FW",Monaco,fr Ligue 1,23,1999,23.0,30,21,4,17,9,13,32,40.6,19,29,1,28,17,47,12,0,Matches
728,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37.0,0,0,0,0,0,0,4,0.0,4,0,0,0,2,2,13,5,Matches
729,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,22,1999,21.4,32,15,5,22,5,5,15,33.3,10,11,0,11,7,39,6,0,Matches
730,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,11.1,17,11,4,8,5,8,15,53.3,7,8,0,8,6,23,2,0,Matches
731,Justin Diehl,de GER,"MF,FW",Köln,de Bundesliga,17,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
732,Bamba Dieng,sn SEN,"FW,MF",Marseille,fr Ligue 1,22,2000,2.2,4,4,2,1,1,3,4,75.0,1,5,1,4,0,4,0,0,Matches
733,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,22,2000,8.3,19,10,5,12,2,3,11,27.3,8,6,0,6,2,21,6,0,Matches
734,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28,1994,31.3,30,19,16,12,2,9,19,47.4,10,41,24,17,35,65,112,2,Matches
735,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,4.4,2,1,0,2,0,1,4,25.0,3,4,1,3,0,2,2,0,Matches
736,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,16.7,30,12,20,9,1,20,33,60.6,13,18,5,13,18,48,45,0,Matches
737,Federico Dimarco,it ITA,DF,Inter,it Serie A,24,1997,23.0,31,25,6,18,7,9,19,47.4,10,15,4,11,18,49,20,0,Matches
738,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,36.9,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,17,3,Matches
739,Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,21,2000,11.8,30,19,16,14,0,16,33,48.5,17,18,5,13,11,41,20,0,Matches
740,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,31,1991,1.1,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,Matches
741,Eren Dinkçi,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,2001,2.6,5,5,2,1,2,2,6,33.3,4,2,0,2,0,5,2,0,Matches
742,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,21.7,42,24,26,15,1,31,49,63.3,18,26,13,13,49,91,75,1,Matches
743,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29,1992,5.6,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,Matches
744,Edan Diop,fr FRA,"DF,FW",Monaco,fr Ligue 1,17,2004,2.5,13,8,3,3,7,7,15,46.7,8,7,1,6,4,17,1,0,Matches
745,Issa Diop,fr FRA,DF,Fulham,eng Premier League,25,1997,22.4,28,19,18,9,1,17,32,53.1,15,24,17,7,35,63,86,0,Matches
746,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,22,2000,13.6,23,11,12,6,5,7,20,35.0,13,14,2,12,16,39,5,0,Matches
747,Sofiane Diop,fr FRA,MF,Monaco,fr Ligue 1,22,2000,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
