,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
74,74,74,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30,1993,32,32,2869,31.9,47,1.47,132,84,64.4,12,7,13,9,28.1,1,0,1,0,100.0,0.0,6.0,0.0,45.6,0.34,-1.4,-0.04,282.0,658.0,42.9,961.0,100.0,52.0,40.4,222.0,71.2,51.2,468.0,29.0,6.2,43.0,1.35,16.4,158,499,766.0,1185.0,64.6,26571.0,22063.0,87.0,87.0,100.0,315.0,323.0,97.5,362.0,770.0,47.0,0,0.0,0.1,0.0,1.0,35.0,0.0,0.0,1.0,0.0,6.0,0.19,0.0,948.0,1250.0,18.0,1264.0,671.0,547.0,29.72,39.18,0.56,39.62,21.03,17.15
75,75,75,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33,1989,33,33,2970,33.0,24,0.73,102,78,76.5,28,5,0,15,45.5,0,0,0,0,0.0,0.0,4.0,0.0,27.5,0.27,3.5,0.11,71.0,202.0,35.1,736.0,165.0,20.8,27.6,145.0,33.8,34.5,313.0,27.0,8.6,39.0,1.18,16.5,49,153,706.0,886.0,79.7,16511.0,12037.0,186.0,187.0,99.5,360.0,369.0,97.6,156.0,320.0,48.8,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.06,0.03,777.0,925.0,14.0,939.0,543.0,456.0,23.55,28.03,0.42,28.45,16.45,13.82
76,76,76,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30,1993,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,0.0,4.0,1.0,20.0,0.27,-6.0,-0.3,117.0,355.0,33.0,453.0,63.0,55.0,41.2,141.0,75.2,52.8,339.0,24.0,7.1,12.0,0.6,11.2,106,249,343.0,599.0,57.3,11568.0,8793.0,45.0,46.0,97.8,143.0,147.0,97.3,155.0,401.0,38.7,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.1,0.05,539.0,637.0,3.0,640.0,350.0,287.0,26.95,31.85,0.15,32.0,17.5,14.35
77,77,77,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21,2002,36,36,3240,36.0,63,1.75,205,143,72.2,13,10,13,6,16.7,6,6,0,0,0.0,1.0,9.0,1.0,59.8,0.27,-2.2,-0.06,144.0,360.0,40.0,1055.0,178.0,24.5,29.7,245.0,41.6,37.8,650.0,34.0,5.2,36.0,1.0,13.4,101,258,1052.0,1303.0,80.7,26376.0,18619.0,240.0,241.0,99.6,570.0,572.0,99.7,238.0,482.0,49.4,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.06,0.03,1240.0,1395.0,2.0,1397.0,798.0,663.0,34.44,38.75,0.06,38.81,22.17,18.42
78,78,78,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,30,1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0,0.0,13.0,4.0,77.6,0.34,-3.4,-0.09,271.0,808.0,33.5,1121.0,150.0,52.0,39.5,341.0,66.0,47.5,558.0,16.0,2.9,76.0,2.01,20.5,225,582,869.0,1468.0,59.2,27614.0,22188.0,173.0,175.0,98.9,329.0,344.0,95.6,362.0,937.0,38.6,0,0.0,0.1,0.0,1.0,44.0,2.0,0.0,1.0,0.0,3.0,0.08,0.0,1129.0,1553.0,30.0,1580.0,805.0,657.0,29.87,41.08,0.79,41.8,21.3,17.38
80,80,80,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24,1998,10,10,900,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,0.0,0.0,3.0,1.0,11.3,0.3,1.3,0.13,32.0,102.0,31.4,411.0,52.0,22.4,27.3,28.0,35.7,34.9,77.0,5.0,6.5,13.0,1.3,17.0,9,92,359.0,442.0,81.2,8077.0,5323.0,101.0,101.0,100.0,196.0,198.0,99.0,62.0,140.0,44.3,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,2.0,0.2,0.0,269.0,446.0,11.0,457.0,367.0,330.0,26.9,44.6,1.1,45.7,36.7,33.0
81,81,81,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25,1997,27,27,2365,26.3,34,1.29,118,84,75.4,14,8,5,7,25.9,6,5,1,0,16.7,0.0,9.0,1.0,36.8,0.28,3.8,0.14,106.0,268.0,39.6,1006.0,106.0,19.6,28.1,165.0,43.0,38.5,359.0,7.0,1.9,17.0,0.65,12.5,70,197,974.0,1175.0,82.9,24299.0,15016.0,210.0,211.0,99.5,500.0,505.0,99.0,259.0,450.0,57.6,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,4.0,0.15,0.0,945.0,1232.0,8.0,1239.0,746.0,731.0,35.93,46.84,0.3,47.11,28.37,27.79
82,82,82,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25,1998,22,22,1980,22.0,32,1.45,97,65,72.2,11,5,6,5,22.7,6,5,1,0,16.7,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3,75,174,479.0,667.0,71.8,13030.0,9307.0,81.0,81.0,100.0,238.0,240.0,99.2,159.0,344.0,46.2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.14,0.0,602.0,704.0,2.0,706.0,493.0,303.0,27.36,32.0,0.09,32.09,22.41,13.77
85,85,85,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24,1999,28,28,2496,27.7,43,1.55,118,75,70.3,7,4,17,7,25.0,8,8,0,0,0.0,0.0,2.0,0.0,42.4,0.31,-0.6,-0.02,123.0,388.0,31.7,839.0,145.0,34.2,34.0,166.0,60.8,46.9,385.0,33.0,8.6,33.0,1.19,13.0,100,286,720.0,1006.0,71.6,19485.0,13677.0,143.0,144.0,99.3,359.0,364.0,98.6,214.0,493.0,43.4,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,6.0,0.22,0.0,914.0,1075.0,6.0,1081.0,768.0,561.0,33.0,38.81,0.22,39.03,27.73,20.25
88,88,88,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32,1991,30,30,2700,30.0,37,1.23,137,102,75.9,9,11,10,10,33.3,5,4,1,0,20.0,2.0,3.0,3.0,36.8,0.24,2.8,0.09,150.0,436.0,34.4,781.0,137.0,44.2,36.6,221.0,41.2,36.4,471.0,29.0,6.2,13.0,0.43,9.5,91,345,670.0,1006.0,66.6,19197.0,14917.0,102.0,104.0,98.1,303.0,312.0,97.1,260.0,580.0,44.8,1,0.5,0.1,0.5,2.0,10.0,0.0,0.0,0.0,1.0,8.0,0.27,0.03,846.0,1067.0,16.0,1082.0,699.0,467.0,28.2,35.57,0.53,36.07,23.3,15.57
89,89,89,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30,1993,34,34,3048,33.9,47,1.39,151,104,70.2,6,12,16,9,26.5,2,2,0,0,0.0,0.0,6.0,0.0,46.4,0.3,-0.6,-0.02,313.0,785.0,39.9,897.0,115.0,60.4,44.0,284.0,85.6,62.1,526.0,53.0,10.1,45.0,1.33,12.9,243,541,689.0,1186.0,58.1,26714.0,23314.0,77.0,79.0,97.5,245.0,248.0,98.8,367.0,850.0,43.2,0,0.1,0.2,-0.1,1.0,58.0,0.0,0.0,0.0,2.0,7.0,0.21,0.06,992.0,1248.0,17.0,1261.0,652.0,421.0,29.26,36.81,0.5,37.2,19.23,12.42
90,90,90,Bernd Leno,de GER,GK,Fulham,eng Premier League,31,1992,38,38,3420,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0,2.0,3.0,4.0,55.7,0.26,-1.3,-0.03,144.0,439.0,32.8,1372.0,167.0,23.7,28.5,201.0,56.7,44.7,472.0,19.0,4.0,40.0,1.05,14.2,113,325,1250.0,1577.0,79.3,29886.0,18166.0,266.0,268.0,99.3,746.0,750.0,99.5,235.0,551.0,42.6,0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1275.0,1645.0,12.0,1657.0,1031.0,942.0,33.55,43.29,0.32,43.61,27.13,24.79
91,91,91,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32,1990,31,31,2790,31.0,49,1.58,155,106,71.0,16,4,11,9,29.0,6,4,1,1,20.0,1.0,7.0,1.0,43.5,0.25,-4.5,-0.15,132.0,362.0,36.5,839.0,156.0,34.1,32.4,196.0,38.8,34.1,438.0,36.0,8.2,28.0,0.9,12.4,76,286,773.0,1035.0,74.7,20175.0,14006.0,146.0,146.0,100.0,392.0,398.0,98.5,231.0,487.0,47.4,0,0.3,0.2,-0.3,1.0,9.0,1.0,0.0,1.0,1.0,3.0,0.1,0.03,928.0,1093.0,17.0,1110.0,784.0,510.0,29.94,35.26,0.55,35.81,25.29,16.45
92,92,92,Pau López,es ESP,GK,Marseille,fr Ligue 1,28,1994,33,33,2939,32.7,39,1.19,124,86,71.0,13,11,9,7,21.2,3,3,0,0,0.0,1.0,7.0,1.0,32.6,0.24,-5.4,-0.17,93.0,325.0,28.6,1044.0,113.0,24.8,29.4,149.0,44.3,37.3,406.0,15.0,3.7,25.0,0.77,13.9,66,258,924.0,1195.0,77.3,21981.0,14438.0,212.0,213.0,99.5,499.0,506.0,98.6,202.0,462.0,43.7,0,0.5,0.1,-0.5,2.0,19.0,2.0,0.0,0.0,1.0,10.0,0.31,0.03,780.0,1216.0,42.0,1258.0,946.0,718.0,23.85,37.19,1.28,38.47,28.93,21.96
93,93,93,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24,1999,21,21,1890,21.0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0.0,0.0,2.0,0.0,21.2,0.31,4.2,0.2,35.0,99.0,35.4,548.0,95.0,13.7,25.2,116.0,20.7,28.7,283.0,27.0,9.5,23.0,1.1,12.2,24,75,580.0,666.0,87.1,12727.0,7874.0,147.0,148.0,99.3,330.0,335.0,98.5,100.0,176.0,56.8,0,0.3,0.0,-0.3,1.0,6.0,0.0,0.0,0.0,1.0,2.0,0.1,0.05,613.0,710.0,3.0,713.0,399.0,400.0,29.19,33.81,0.14,33.95,19.0,19.05
95,95,95,Mike Maignan,fr FRA,GK,Milan,it Serie A,28,1995,29,29,2609,29.0,34,1.17,120,86,77.5,19,5,5,10,34.5,7,7,0,0,0.0,2.0,3.0,0.0,29.8,0.19,-4.2,-0.14,119.0,284.0,41.9,1070.0,188.0,21.1,28.2,147.0,39.5,38.0,339.0,37.0,10.9,36.0,1.24,15.2,58,225,1033.0,1228.0,84.1,25589.0,17105.0,217.0,218.0,99.5,562.0,567.0,99.1,249.0,425.0,58.6,1,0.3,0.1,0.7,3.0,18.0,1.0,0.0,0.0,1.0,8.0,0.28,0.03,960.0,1281.0,5.0,1285.0,873.0,732.0,33.1,44.17,0.17,44.31,30.1,25.24
96,96,96,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,23,1999,12,12,1080,12.0,10,0.83,54,45,81.5,9,2,1,7,58.3,0,0,0,0,0.0,0.0,0.0,1.0,14.7,0.29,5.7,0.47,39.0,121.0,32.2,296.0,68.0,31.1,32.0,80.0,36.3,33.4,160.0,13.0,8.1,7.0,0.58,11.0,29,92,277.0,376.0,73.7,6996.0,5167.0,55.0,55.0,100.0,148.0,150.0,98.7,73.0,170.0,42.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,348.0,399.0,2.0,401.0,281.0,166.0,29.0,33.25,0.17,33.42,23.42,13.83
97,97,97,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22,2000,37,37,3284,36.5,41,1.12,145,103,73.8,13,10,14,13,35.1,6,3,3,0,50.0,0.0,4.0,2.0,49.2,0.31,10.2,0.28,185.0,671.0,27.6,864.0,142.0,57.3,41.4,245.0,71.8,53.4,530.0,45.0,8.5,31.0,0.85,12.3,175,495,589.0,1111.0,53.0,18905.0,15286.0,107.0,111.0,96.4,253.0,262.0,96.6,228.0,734.0,31.1,0,0.4,0.1,-0.4,2.0,26.0,1.0,0.0,0.0,1.0,7.0,0.19,0.03,1025.0,1211.0,5.0,1216.0,613.0,422.0,28.08,33.18,0.14,33.32,16.79,11.56
98,98,98,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38,1985,34,34,3060,34.0,46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,0.0,0.0,5.0,3.0,38.2,0.25,-4.8,-0.14,134.0,416.0,32.2,1017.0,149.0,29.9,31.5,192.0,58.3,43.1,451.0,36.0,8.0,37.0,1.09,15.1,111,304,885.0,1209.0,73.2,23102.0,15904.0,162.0,163.0,99.4,480.0,488.0,98.4,241.0,556.0,43.3,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,3.0,0.09,0.0,976.0,1267.0,19.0,1286.0,919.0,641.0,28.71,37.26,0.56,37.82,27.03,18.85
104,104,104,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,34,34,3015,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,0.0,0.0,10.0,4.0,50.8,0.37,6.8,0.2,121.0,332.0,36.4,1270.0,157.0,21.0,27.7,159.0,40.9,36.1,373.0,45.0,12.1,69.0,2.06,17.5,65,266,1190.0,1436.0,82.9,28047.0,16368.0,248.0,250.0,99.2,715.0,722.0,99.0,223.0,452.0,49.3,0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,2.0,1.0,3.0,0.09,0.03,1139.0,1484.0,25.0,1509.0,933.0,800.0,34.0,44.3,0.75,45.04,27.85,23.88
105,105,105,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36,36,3239,36.0,43,1.19,130,87,69.2,11,13,12,8,22.2,4,3,1,0,25.0,1.0,4.0,1.0,38.9,0.28,-3.1,-0.09,227.0,583.0,38.9,1253.0,107.0,37.4,35.9,171.0,66.7,49.4,580.0,45.0,7.8,40.0,1.11,12.2,114,468,1017.0,1430.0,71.1,30756.0,22375.0,123.0,125.0,98.4,498.0,513.0,97.1,392.0,777.0,50.5,0,0.0,0.1,0.0,1.0,37.0,0.0,0.0,2.0,0.0,3.0,0.08,0.0,1121.0,1482.0,20.0,1502.0,974.0,800.0,31.14,41.17,0.56,41.72,27.06,22.22
108,108,108,Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33,33,2970,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,2,20.0,0.0,7.0,0.0,59.7,0.32,-3.3,-0.1,158.0,543.0,29.1,995.0,146.0,38.4,35.5,264.0,61.0,46.3,551.0,25.0,4.5,38.0,1.15,14.5,161,382,833.0,1266.0,65.8,22967.0,17069.0,144.0,144.0,100.0,424.0,434.0,97.7,265.0,681.0,38.9,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,4.0,0.12,0.03,1096.0,1336.0,19.0,1355.0,710.0,592.0,33.21,40.48,0.58,41.06,21.52,17.94
109,109,109,Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,31,31,2773,30.8,40,1.3,104,62,63.5,10,13,8,5,16.1,4,2,2,0,50.0,1.0,5.0,0.0,38.0,0.33,-2.0,-0.07,56.0,174.0,32.2,774.0,120.0,18.5,27.9,137.0,22.6,29.5,334.0,9.0,2.7,29.0,0.94,15.4,30,143,769.0,914.0,84.1,18457.0,10706.0,137.0,137.0,100.0,447.0,452.0,98.9,185.0,321.0,57.6,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.16,0.0,793.0,956.0,3.0,959.0,564.0,554.0,25.75,31.04,0.1,31.14,18.31,17.99
111,111,111,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,1997,36,36,3240,36.0,31,0.86,134,103,81.3,13,14,9,18,50.0,6,6,0,0,0.0,0.0,4.0,0.0,33.8,0.21,2.8,0.08,264.0,783.0,33.7,1288.0,171.0,44.8,38.3,239.0,86.2,66.6,407.0,38.0,9.3,37.0,1.03,13.6,206,577,984.0,1536.0,64.1,30924.0,23394.0,132.0,133.0,99.2,485.0,489.0,99.2,367.0,904.0,40.6,0,0.0,0.1,0.0,0.0,45.0,0.0,0.0,0.0,1.0,5.0,0.14,0.03,1290.0,1610.0,11.0,1620.0,1003.0,859.0,35.83,44.72,0.31,45.0,27.86,23.86
113,113,113,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27,1996,37,37,3330,37.0,49,1.32,153,105,69.3,9,10,18,8,21.6,2,2,0,0,0.0,0.0,6.0,1.0,40.7,0.26,-7.3,-0.2,323.0,763.0,42.3,960.0,109.0,54.5,41.1,305.0,78.7,56.4,487.0,22.0,4.5,43.0,1.16,15.3,240,523,783.0,1272.0,61.6,28541.0,23677.0,96.0,97.0,99.0,285.0,297.0,96.0,401.0,870.0,46.1,1,0.0,0.2,1.0,1.0,49.0,1.0,0.0,0.0,1.0,8.0,0.22,0.03,1055.0,1375.0,9.0,1385.0,689.0,599.0,28.51,37.16,0.24,37.43,18.62,16.19
114,114,114,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,1991,34,34,3060,34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5,0.0,7.0,3.0,53.6,0.27,1.6,0.05,249.0,595.0,41.8,1164.0,167.0,35.2,35.9,316.0,58.5,46.1,495.0,24.0,4.8,17.0,0.5,13.2,184,409,1104.0,1482.0,74.5,34968.0,23711.0,76.0,77.0,98.7,571.0,576.0,99.1,457.0,826.0,55.3,0,0.0,0.1,0.0,1.0,25.0,1.0,0.0,0.0,0.0,5.0,0.15,0.0,1241.0,1560.0,14.0,1574.0,883.0,716.0,36.5,45.88,0.41,46.29,25.97,21.06
115,115,115,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24,1998,10,10,900,10.0,16,1.6,78,62,80.8,2,4,4,0,0.0,2,1,1,0,50.0,0.0,1.0,1.0,21.7,0.26,6.7,0.67,77.0,219.0,35.2,547.0,54.0,36.4,34.3,33.0,60.6,45.1,143.0,20.0,14.0,31.0,3.1,17.2,19,199,404.0,585.0,69.1,11273.0,8376.0,67.0,68.0,98.5,196.0,207.0,94.7,140.0,302.0,46.4,0,0.2,0.1,-0.2,4.0,16.0,1.0,0.0,1.0,1.0,6.0,0.6,0.1,361.0,573.0,62.0,635.0,418.0,392.0,36.1,57.3,6.2,63.5,41.8,39.2
116,116,116,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29,1994,11,11,990,11.0,12,1.09,34,23,70.6,6,1,4,6,54.5,2,2,0,0,0.0,0.0,2.0,1.0,9.8,0.23,-1.2,-0.11,40.0,120.0,33.3,299.0,70.0,24.4,29.6,70.0,67.1,48.6,110.0,10.0,9.1,16.0,1.45,16.7,46,72,278.0,371.0,74.9,7215.0,4905.0,55.0,55.0,100.0,148.0,150.0,98.7,74.0,163.0,45.4,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,331.0,392.0,5.0,396.0,248.0,192.0,30.09,35.64,0.45,36.0,22.55,17.45
117,117,117,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29,1994,34,34,3060,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0,1.0,8.0,1.0,63.1,0.27,-1.9,-0.06,139.0,378.0,36.8,921.0,162.0,29.1,31.4,228.0,48.2,38.8,591.0,24.0,4.1,13.0,0.38,8.9,109,268,869.0,1149.0,75.6,23076.0,16310.0,155.0,156.0,99.4,450.0,460.0,97.8,259.0,527.0,49.1,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.21,0.0,1056.0,1235.0,4.0,1239.0,875.0,577.0,31.06,36.32,0.12,36.44,25.74,16.97
121,121,121,Neto,br BRA,GK,Bournemouth,eng Premier League,34,1989,32,32,2880,32.0,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7,1.0,3.0,1.0,55.2,0.31,1.2,0.04,172.0,494.0,34.8,833.0,154.0,44.1,36.9,223.0,57.0,44.2,413.0,26.0,6.3,34.0,1.06,13.7,127,367,692.0,1060.0,65.3,20318.0,15023.0,95.0,97.0,97.9,360.0,371.0,97.0,236.0,585.0,40.3,0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.16,0.0,949.0,1129.0,9.0,1138.0,635.0,474.0,29.66,35.28,0.28,35.56,19.84,14.81
122,122,122,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37,1986,23,23,2053,22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,0,33.3,1.0,1.0,0.0,29.1,0.29,-3.9,-0.17,73.0,159.0,45.9,779.0,110.0,18.6,27.7,97.0,14.4,26.0,231.0,9.0,3.9,32.0,1.4,17.5,13,144,754.0,876.0,86.1,18448.0,11570.0,140.0,141.0,99.3,411.0,418.0,98.3,203.0,317.0,64.0,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,4.0,0.18,0.0,701.0,893.0,26.0,920.0,572.0,579.0,30.75,39.17,1.14,40.35,25.09,25.39
123,123,123,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25,1997,27,27,2430,27.0,49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,0.0,0.0,6.0,0.0,45.1,0.26,-3.9,-0.14,112.0,315.0,35.6,888.0,140.0,26.0,29.7,161.0,52.2,42.5,460.0,21.0,4.6,22.0,0.81,13.2,84,230,818.0,1055.0,77.5,20660.0,13537.0,164.0,164.0,100.0,440.0,450.0,97.8,212.0,433.0,49.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.33,0.0,939.0,1115.0,4.0,1119.0,739.0,591.0,34.78,41.3,0.15,41.44,27.37,21.89
124,124,124,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,26,1996,30,30,2700,30.0,36,1.2,107,74,69.2,20,3,7,11,36.7,3,3,0,0,0.0,0.0,5.0,3.0,30.8,0.27,-2.2,-0.07,126.0,291.0,43.3,1103.0,132.0,23.1,28.7,112.0,32.1,32.7,341.0,30.0,8.8,57.0,1.9,17.3,35,254,998.0,1218.0,81.9,24812.0,17557.0,199.0,200.0,99.5,539.0,556.0,96.9,258.0,456.0,56.6,0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0,3.0,0.1,0.03,1050.0,1265.0,13.0,1278.0,762.0,733.0,35.0,42.17,0.43,42.6,25.4,24.43
125,125,125,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,32,1990,24,24,2160,24.0,27,1.13,104,78,76.9,8,9,7,6,25.0,3,3,0,0,0.0,1.0,1.0,1.0,29.8,0.26,3.8,0.16,166.0,449.0,37.0,583.0,108.0,49.9,39.4,201.0,78.6,56.4,359.0,20.0,5.6,17.0,0.71,13.5,157,290,486.0,787.0,61.8,16309.0,13489.0,78.0,78.0,100.0,192.0,196.0,98.0,212.0,506.0,41.9,0,0.4,0.0,-0.4,2.0,16.0,0.0,0.0,0.0,0.0,7.0,0.29,0.0,707.0,841.0,4.0,845.0,436.0,312.0,29.46,35.04,0.17,35.21,18.17,13.0
126,126,126,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,30,1993,38,38,3420,38.0,43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,1,0.0,0.0,3.0,0.0,39.8,0.28,-3.2,-0.08,114.0,336.0,33.9,740.0,180.0,27.6,31.5,283.0,46.6,38.7,579.0,36.0,6.2,22.0,0.58,11.8,131,204,773.0,1025.0,75.4,20459.0,15035.0,136.0,136.0,100.0,414.0,419.0,98.8,218.0,463.0,47.1,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.08,0.0,1014.0,1094.0,0.0,1094.0,557.0,425.0,26.68,28.79,0.0,28.79,14.66,11.18
127,127,127,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,38,1985,21,21,1890,21.0,44,2.1,115,72,67.8,0,6,15,1,4.8,7,7,0,0,0.0,0.0,3.0,1.0,37.2,0.27,-5.8,-0.28,85.0,323.0,26.3,479.0,73.0,46.3,37.5,171.0,59.1,44.4,342.0,9.0,2.6,11.0,0.52,13.6,101,221,393.0,652.0,60.3,11569.0,8217.0,59.0,59.0,100.0,182.0,183.0,99.5,152.0,407.0,37.3,0,0.0,0.1,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.05,0.0,602.0,714.0,4.0,718.0,311.0,248.0,28.67,34.0,0.19,34.19,14.81,11.81
128,128,128,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,23,1999,21,21,1890,21.0,25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,0.0,2.0,3.0,1.0,23.9,0.24,-0.1,0.0,99.0,263.0,37.6,286.0,45.0,55.9,41.7,161.0,64.0,49.0,365.0,7.0,1.9,2.0,0.1,8.7,103,159,275.0,451.0,61.0,9258.0,7764.0,68.0,68.0,100.0,90.0,90.0,100.0,116.0,285.0,40.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,489.0,2.0,491.0,203.0,134.0,21.33,23.29,0.1,23.38,9.67,6.38
