,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
673,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,1997,28.7,51,35,20,22,9,17,52,32.7,35,36,2,34,15,66,13,0,Matches
674,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,12,7,6,4,2,1,7,14.3,6,9,2,7,8,20,14,0,Matches
675,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,24,1997,1.2,3,1,1,2,0,0,2,0.0,2,2,1,1,1,4,2,0,Matches
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,1,0,1,0,0,0,0,,0,0,0,0,1,2,2,0,Matches
677,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,3,Matches
678,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,2000,16.8,32,15,21,10,1,13,18,72.2,5,22,4,18,2,34,18,0,Matches
679,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,9,4,1,4,4,1,6,16.7,5,14,1,13,2,11,16,0,Matches
680,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,1994,29.1,11,6,2,3,6,7,29,24.1,22,14,0,14,9,20,4,0,Matches
681,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,39,24,20,14,5,19,40,47.5,21,37,8,29,21,60,26,1,Matches
682,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
683,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
684,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,1994,15.2,16,5,2,8,6,9,23,39.1,14,17,1,16,9,25,11,0,Matches
685,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,58,36,30,20,8,33,58,56.9,25,28,10,18,38,96,46,1,Matches
686,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,1988,18.3,29,18,6,13,10,14,37,37.8,23,17,0,17,6,35,3,0,Matches
687,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,1,1,0,1,0,0,0,,0,2,1,1,0,1,0,0,Matches
688,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,17,7,5,10,2,9,25,36.0,16,16,8,8,22,39,25,0,Matches
689,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,8,6,3,4,1,2,5,40.0,3,6,1,5,5,13,4,0,Matches
690,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,22,1999,30.7,20,11,8,9,3,5,38,13.2,33,11,0,11,8,28,2,0,Matches
691,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,Matches
692,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,35,24,18,15,2,13,23,56.5,10,29,17,12,30,65,87,3,Matches
693,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
694,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,22,14,10,9,3,8,14,57.1,6,6,2,4,10,32,19,1,Matches
695,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,9,5,0,8,1,0,8,0.0,8,13,4,9,4,13,11,0,Matches
696,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,22,11,10,9,3,10,24,41.7,14,7,0,7,9,31,10,0,Matches
697,Mouhamadou Diarra,fr FRA,MF,Strasbourg,fr Ligue 1,17,2004,1.2,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
698,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,22,1998,5.8,11,9,7,3,1,5,10,50.0,5,4,0,4,7,18,1,0,Matches
699,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,26,19,11,12,3,8,15,53.3,7,19,13,6,23,49,66,0,Matches
700,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,22,1999,3.2,3,2,1,0,2,1,3,33.3,2,2,0,2,1,4,0,0,Matches
701,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,7,2,5,2,0,1,3,33.3,2,2,0,2,0,7,1,0,Matches
702,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,23,17,3,11,9,8,22,36.4,14,11,0,11,8,31,4,0,Matches
703,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
704,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,9,7,3,5,1,2,8,25.0,6,7,0,7,4,13,2,0,Matches
705,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,23,15,14,9,0,12,25,48.0,13,19,11,8,17,40,71,1,Matches
706,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,1990,3.1,6,2,0,4,2,4,7,57.1,3,4,1,3,1,7,1,0,Matches
707,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,10.8,17,11,5,5,7,4,14,28.6,10,7,0,7,5,22,8,0,Matches
708,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,15,9,6,8,1,7,14,50.0,7,37,32,5,27,42,142,1,Matches
709,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,19,2002,0.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0,0,Matches
710,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,13,10,8,3,2,9,19,47.4,10,15,8,7,23,36,40,0,Matches
711,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,33,19,26,4,3,21,28,75.0,7,16,5,11,14,47,30,0,Matches
712,Mitchell Dijks,nl NED,"DF,FW",Bologna,it Serie A,28,1993,7.7,15,6,6,6,3,5,12,41.7,7,11,2,9,3,18,10,1,Matches
713,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,19.2,13,4,2,8,3,7,24,29.2,17,14,1,13,11,24,5,0,Matches
714,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,3,1,1,2,0,1,1,100.0,0,1,0,1,0,3,0,0,Matches
715,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,28,15,10,15,3,13,24,54.2,11,6,1,5,19,47,19,0,Matches
716,Landry Dimata,be BEL,"FW,MF",Espanyol,es La Liga,23,1997,6.0,2,2,1,1,0,1,4,25.0,3,0,0,0,1,3,7,0,Matches
717,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,3,Matches
718,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,9,4,3,4,2,2,3,66.7,1,5,3,2,2,11,1,0,Matches
719,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,12.0,23,11,10,12,1,10,18,55.6,8,7,1,6,9,32,3,0,Matches
720,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,6,3,4,2,0,5,6,83.3,1,6,6,0,12,18,26,0,Matches
721,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,10,8,5,5,0,4,11,36.4,7,14,13,1,7,17,44,0,Matches
722,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2000,21.6,38,20,12,19,7,15,47,31.9,32,10,0,10,23,61,4,0,Matches
723,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
724,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
725,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,42,27,20,21,1,23,39,59.0,16,40,30,10,26,68,75,0,Matches
726,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
727,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,5,Matches
728,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,60,39,39,19,2,26,39,66.7,13,26,10,16,24,84,71,0,Matches
729,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,44,26,24,16,4,23,34,67.6,11,24,5,19,59,103,109,2,Matches
730,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,9,3,3,5,1,3,11,27.3,8,6,1,5,2,11,6,1,Matches
731,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,48,29,21,23,4,14,18,77.8,4,20,9,11,34,82,60,0,Matches
732,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90,2,Matches
733,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,2002,0.6,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2,0,Matches
734,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,43,24,21,20,2,29,46,63.0,17,21,11,10,31,74,56,0,Matches
735,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,2,Matches
736,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,1999,2.4,7,3,2,2,3,4,8,50.0,4,3,0,3,2,9,2,0,Matches
737,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
738,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,0.4,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0,Matches
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,18,12,5,11,2,8,14,57.1,6,11,2,9,13,31,20,0,Matches
740,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,2002,5.2,10,5,3,5,2,3,6,50.0,3,4,0,4,3,13,0,0,Matches
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,9,4,4,3,2,3,9,33.3,6,15,1,14,6,15,17,0,Matches
742,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
743,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2000,2.6,6,2,2,4,0,2,3,66.7,1,3,0,3,3,9,0,0,Matches
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,4,1,4,0,0,4,6,66.7,2,2,1,1,4,8,21,0,Matches
745,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,76,45,36,32,8,32,76,42.1,44,38,9,29,32,108,34,1,Matches
747,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,7,4,4,2,1,5,8,62.5,3,5,3,2,3,10,3,0,Matches
748,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1997,1.3,2,1,0,2,0,1,3,33.3,2,2,0,2,2,4,1,0,Matches
749,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,24,1996,4.1,8,7,4,2,2,2,6,33.3,4,3,0,3,0,8,1,0,Matches
750,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2,Matches
751,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,76,47,47,23,6,30,60,50.0,30,34,12,22,35,111,36,3,Matches
752,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,50,30,36,12,2,30,41,73.2,11,34,26,8,13,63,112,4,Matches
753,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,36,17,15,14,7,15,43,34.9,28,14,0,14,5,41,7,0,Matches
754,Lohann Doucet,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
755,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,75,43,30,37,8,32,71,45.1,39,33,8,25,28,103,32,0,Matches
756,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,75,43,34,34,7,35,79,44.3,44,30,7,23,68,143,24,0,Matches
757,Fodé Doucouré,ml MLI,"DF,FW",Reims,fr Ligue 1,20,2001,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6,0,Matches
758,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
759,Kamory Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,18,2003,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3,0,Matches
760,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
761,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,24,1996,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51,0,Matches
762,Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,1997,10.1,18,7,8,7,3,9,32,28.1,23,10,1,9,7,25,4,0,Matches
763,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,2,Matches
764,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,4,3,2,2,0,2,6,33.3,4,8,4,4,10,14,33,0,Matches
765,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,5,4,2,3,0,4,10,40.0,6,7,3,4,13,18,17,0,Matches
766,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,19,2001,1.4,4,2,3,1,0,1,3,33.3,2,0,0,0,1,5,4,0,Matches
767,Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,27,1993,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3,0,Matches
768,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0,Matches
769,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,18,14,9,9,0,6,11,54.5,5,27,20,7,22,40,82,0,Matches
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,18,8,12,6,0,8,23,34.8,15,18,9,9,24,42,102,0,Matches
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,76,47,43,27,6,43,85,50.6,42,40,6,34,57,133,82,0,Matches
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35,1,Matches
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,8,2,Matches
774,Ondrej Duda,sk SVK,"MF,FW",Köln,de Bundesliga,26,1994,17.9,23,16,4,12,7,6,23,26.1,17,14,2,12,17,40,9,0,Matches
775,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,25,1995,12.6,17,6,5,8,4,3,14,21.4,11,8,0,8,10,27,4,0,Matches
776,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,15,12,12,3,0,8,14,57.1,6,24,18,6,16,31,76,1,Matches
777,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,0,0,0,0,0,0,0,,0,1,0,1,4,4,4,0,Matches
778,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,32,12,9,14,9,16,32,50.0,16,15,6,9,9,41,26,0,Matches
779,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,7,3,3,4,0,5,8,62.5,3,5,0,5,3,10,5,0,Matches
780,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,34,19,13,16,5,11,32,34.4,21,32,3,29,10,44,7,0,Matches
781,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,10,8,5,5,0,5,11,45.5,6,32,28,4,27,37,113,3,Matches
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7,0,Matches
783,Hugo Duro,es ESP,"DF,MF",Getafe,es La Liga,21,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
784,Hugo Duro,es ESP,"FW,MF",Valencia,es La Liga,21,1999,20.4,25,19,11,13,1,15,38,39.5,23,24,2,22,4,29,20,1,Matches
785,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0,Matches
786,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,27,1993,22.9,30,13,7,14,9,8,35,22.9,27,19,0,19,9,39,4,3,Matches
787,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,14,8,7,4,3,8,25,32.0,17,22,5,17,4,18,35,0,Matches
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,Matches
789,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,28,12,16,8,4,10,18,55.6,8,13,3,10,16,44,38,1,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12,0,Matches
791,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,29,18,11,14,4,14,26,53.8,12,11,2,9,19,48,8,0,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,16,10,2,7,7,7,21,33.3,14,20,5,15,0,16,18,0,Matches
793,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,48,28,17,25,6,22,50,44.0,28,35,11,24,30,78,32,1,Matches
795,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,18,2002,0.3,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,32,18,27,5,0,15,24,62.5,9,13,4,9,9,41,26,0,Matches
797,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,2,0,Matches
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,43,28,17,21,5,26,56,46.4,30,27,7,20,29,72,25,0,Matches
799,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15,0,Matches
800,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,2000,8.0,8,3,2,6,0,2,7,28.6,5,9,2,7,4,12,5,0,Matches
801,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,1994,19.1,19,12,2,12,5,7,23,30.4,16,19,5,14,9,28,6,0,Matches
802,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,26,20,12,12,2,15,29,51.7,14,17,1,16,9,35,7,0,Matches
803,Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,1996,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10,0,Matches
804,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,3,0,1,1,1,0,6,0.0,6,8,1,7,4,7,2,0,Matches
805,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,1999,18.0,25,15,10,10,5,12,28,42.9,16,13,2,11,8,33,17,0,Matches
806,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,16,8,10,5,1,7,12,58.3,5,7,1,6,14,30,13,0,Matches
807,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,21,14,16,5,0,10,20,50.0,10,19,13,6,29,50,86,0,Matches
808,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,40,24,23,17,0,22,36,61.1,14,33,22,11,34,74,83,1,Matches
809,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,1994,22.7,36,17,14,15,7,11,39,28.2,28,23,2,21,12,48,28,0,Matches
810,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,1992,22.1,44,29,22,15,7,26,69,37.7,43,35,3,32,19,63,30,0,Matches
811,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,1997,24.1,16,11,1,12,3,3,8,37.5,5,14,2,12,6,22,7,0,Matches
812,Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,1999,25.4,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92,1,Matches
813,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,3,3,2,1,0,1,2,50.0,1,1,0,1,2,5,1,0,Matches
814,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,29,1991,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1,0,Matches
815,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,10,5,5,2,3,4,11,36.4,7,9,1,8,4,14,18,0,Matches
816,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
817,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,73,41,34,34,5,31,72,43.1,41,43,12,31,30,103,64,0,Matches
818,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,13,6,4,5,4,8,17,47.1,9,9,1,8,9,22,14,0,Matches
819,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,28,16,18,10,0,10,18,55.6,8,54,39,15,28,56,122,1,Matches
820,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0,Matches
821,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,30,14,9,20,1,13,34,38.2,21,27,2,25,21,51,28,0,Matches
822,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
823,Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,1989,15.9,46,24,25,17,4,26,54,48.1,28,18,3,15,26,72,35,0,Matches
824,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,107,63,58,39,10,44,112,39.3,68,45,10,35,54,161,87,1,Matches
825,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
826,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
827,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69,1,Matches
828,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,36,22,20,11,5,17,24,70.8,7,13,5,8,25,61,29,2,Matches
829,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,11,8,7,4,0,3,8,37.5,5,3,1,2,5,16,5,0,Matches
830,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,24,14,14,8,2,14,22,63.6,8,17,13,4,20,44,59,0,Matches
831,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,23,1998,6.7,10,6,5,2,3,6,11,54.5,5,4,1,3,5,15,1,0,Matches
832,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,6.4,17,9,9,5,3,5,8,62.5,3,3,0,3,9,26,0,0,Matches
833,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,Matches
834,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25,1,Matches
835,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31,1,Matches
836,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,1987,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
837,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169,2,Matches
838,Wahid Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,1.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Matches
839,Romain Faivre,fr FRA,"FW,MF",Lyon,fr Ligue 1,23,1998,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2,0,Matches
840,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23,1998,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10,0,Matches
841,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,1986,9.3,2,1,0,1,1,1,4,25.0,3,4,1,3,2,4,11,0,Matches
842,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,1991,0.7,2,2,2,0,0,0,0,,0,0,0,0,1,3,1,0,Matches
